date,amount,amountVirusDiagnosis,amountPersonTested,amountMagen,positiveAmount,positiveRate,positiveRatePCR,positiveRateAntigen
2020-03-21T00:00:00.000Z,2108,2066,2028,0,218,10.31,10.31,
2020-03-22T00:00:00.000Z,3226,3096,3030,1,264,8.32,8.32,
2020-03-23T00:00:00.000Z,3521,3396,3296,1,358,10.59,10.59,
2020-03-24T00:00:00.000Z,4665,4517,4429,0,432,9.44,9.44,
2020-03-25T00:00:00.000Z,5923,5776,5671,0,431,7.46,7.46,
2020-03-26T00:00:00.000Z,6440,6221,6123,1,527,8.48,8.48,
2020-03-27T00:00:00.000Z,5739,5573,5365,1,440,8.03,8.03,
2020-03-28T00:00:00.000Z,5738,5534,5425,1,489,8.77,8.77,
2020-03-29T00:00:00.000Z,7552,7217,7103,2,540,7.43,7.43,
2020-03-30T00:00:00.000Z,7101,6824,6616,0,560,8.3,8.3,
2020-03-31T00:00:00.000Z,7977,7525,7288,0,750,10.11,10.11,
2020-04-01T00:00:00.000Z,9006,8576,8398,7,705,8.25,8.25,
2020-04-02T00:00:00.000Z,10232,9475,9327,3,744,7.76,7.76,
2020-04-03T00:00:00.000Z,10329,9781,9623,2,609,6.24,6.24,
2020-04-04T00:00:00.000Z,6354,5987,5906,1,440,7.23,7.23,
2020-04-05T00:00:00.000Z,9391,8775,8645,0,600,6.76,6.76,
2020-04-06T00:00:00.000Z,7495,6766,6677,0,458,6.72,6.72,
2020-04-07T00:00:00.000Z,6959,6169,6108,0,381,6.16,6.16,
2020-04-08T00:00:00.000Z,5878,4951,4851,156,345,7.01,7.01,
2020-04-09T00:00:00.000Z,5746,5001,4945,263,351,6.88,6.88,
2020-04-10T00:00:00.000Z,7346,6325,6207,505,364,5.72,5.72,
2020-04-11T00:00:00.000Z,6702,5763,5644,945,360,6.06,6.06,
2020-04-12T00:00:00.000Z,10598,8524,8335,1253,571,6.61,6.61,
2020-04-13T00:00:00.000Z,10943,9176,8468,972,448,5.16,5.16,
2020-04-14T00:00:00.000Z,12675,10958,10674,1103,410,3.68,3.68,
2020-04-15T00:00:00.000Z,9449,7793,7617,159,318,4,4,
2020-04-16T00:00:00.000Z,12787,11209,11028,183,303,2.68,2.68,
2020-04-17T00:00:00.000Z,11593,9965,9827,305,307,3.02,3.02,
2020-04-18T00:00:00.000Z,10605,8955,8827,1300,294,3.26,3.26,
2020-04-19T00:00:00.000Z,11479,9994,9830,1575,291,2.79,2.79,
2020-04-20T00:00:00.000Z,15364,13287,13095,3021,312,2.27,2.27,
2020-04-21T00:00:00.000Z,13604,11624,11395,3057,287,2.45,2.45,
2020-04-22T00:00:00.000Z,13293,11768,11432,2633,226,1.98,1.98,
2020-04-23T00:00:00.000Z,14178,12251,11748,2221,281,2.33,2.33,
2020-04-24T00:00:00.000Z,12627,10479,10305,2497,252,2.43,2.43,
2020-04-25T00:00:00.000Z,9077,7357,7183,145,164,2.21,2.21,
2020-04-26T00:00:00.000Z,8462,7341,7173,280,93,1.14,1.14,
2020-04-27T00:00:00.000Z,11545,9418,9263,10,133,1.37,1.37,
2020-04-28T00:00:00.000Z,10630,8806,8654,3,167,1.86,1.86,
2020-04-29T00:00:00.000Z,8996,7392,7101,5,83,1.15,1.15,
2020-04-30T00:00:00.000Z,9914,8580,8419,9,158,1.7,1.7,
2020-05-01T00:00:00.000Z,11052,9220,9046,443,117,1.28,1.28,
2020-05-02T00:00:00.000Z,5568,4760,4670,300,57,1.22,1.22,
2020-05-03T00:00:00.000Z,8028,7398,7155,1184,27,0.36,0.36,
2020-05-04T00:00:00.000Z,9255,7952,7821,1048,55,0.7,0.7,
2020-05-05T00:00:00.000Z,8955,7685,7478,782,33,0.44,0.44,
2020-05-06T00:00:00.000Z,9464,8543,8356,1922,66,0.78,0.78,
2020-05-07T00:00:00.000Z,10119,9130,8925,967,62,0.68,0.68,
2020-05-08T00:00:00.000Z,8157,7187,7078,374,33,0.47,0.47,
2020-05-09T00:00:00.000Z,3869,3509,3442,165,20,0.58,0.58,
2020-05-10T00:00:00.000Z,4943,4410,4244,274,29,0.68,0.68,
2020-05-11T00:00:00.000Z,9215,7826,7589,1623,39,0.51,0.51,
2020-05-12T00:00:00.000Z,7529,6674,6565,1146,23,0.35,0.35,
2020-05-13T00:00:00.000Z,8272,7525,7374,2871,37,0.53,0.53,
2020-05-14T00:00:00.000Z,8411,7675,7580,3158,22,0.29,0.29,
2020-05-15T00:00:00.000Z,5694,5073,5008,1798,12,0.24,0.24,
2020-05-16T00:00:00.000Z,1501,1343,1294,214,5,0.39,0.39,
2020-05-17T00:00:00.000Z,4630,4218,4095,1126,15,0.37,0.37,
2020-05-18T00:00:00.000Z,7690,6797,6704,1400,28,0.4,0.4,
2020-05-19T00:00:00.000Z,7135,6497,6419,1713,22,0.34,0.34,
2020-05-20T00:00:00.000Z,5968,5620,5537,904,15,0.27,0.27,
2020-05-21T00:00:00.000Z,6163,5601,5511,755,22,0.33,0.33,
2020-05-22T00:00:00.000Z,4995,4615,4523,1377,20,0.42,0.42,
2020-05-23T00:00:00.000Z,718,670,609,0,5,0.82,0.82,
2020-05-24T00:00:00.000Z,3808,3439,3299,248,13,0.39,0.39,
2020-05-25T00:00:00.000Z,5333,4850,4773,512,23,0.46,0.46,
2020-05-26T00:00:00.000Z,6814,6509,6418,1844,53,0.78,0.78,
2020-05-27T00:00:00.000Z,6727,6440,6310,2039,41,0.63,0.63,
2020-05-28T00:00:00.000Z,5353,5031,4931,1157,77,1.56,1.56,
2020-05-29T00:00:00.000Z,1863,1803,1691,1,113,6.68,6.68,
2020-05-30T00:00:00.000Z,1059,1041,968,0,29,3,3,
2020-05-31T00:00:00.000Z,5640,5499,5382,392,88,1.62,1.62,
2020-06-01T00:00:00.000Z,8155,7907,7754,1303,104,1.29,1.29,
2020-06-02T00:00:00.000Z,11752,11573,11445,1902,126,1.07,1.07,
2020-06-03T00:00:00.000Z,13209,13043,12914,1938,100,0.74,0.74,
2020-06-04T00:00:00.000Z,14894,14723,14453,787,141,0.98,0.98,
2020-06-05T00:00:00.000Z,16474,16351,16181,1096,129,0.78,0.78,
2020-06-06T00:00:00.000Z,11537,11442,11359,221,79,0.69,0.69,
2020-06-07T00:00:00.000Z,15098,14892,14720,605,142,0.95,0.95,
2020-06-08T00:00:00.000Z,14641,14485,14256,777,182,1.26,1.26,
2020-06-09T00:00:00.000Z,15052,14855,14564,1542,175,1.19,1.19,
2020-06-10T00:00:00.000Z,18484,18166,18017,1493,240,1.34,1.34,
2020-06-11T00:00:00.000Z,15806,15561,15430,1146,193,1.25,1.25,
2020-06-12T00:00:00.000Z,13132,12880,12755,1113,185,1.44,1.44,
2020-06-13T00:00:00.000Z,6987,6847,6741,601,150,2.21,2.21,
2020-06-14T00:00:00.000Z,8839,8635,8401,1179,140,1.63,1.63,
2020-06-15T00:00:00.000Z,14436,14109,13814,1823,202,1.45,1.45,
2020-06-16T00:00:00.000Z,16229,15914,15710,2236,300,1.89,1.89,
2020-06-17T00:00:00.000Z,16024,15639,15508,1923,273,1.73,1.73,
2020-06-18T00:00:00.000Z,17388,16942,16809,2977,303,1.8,1.8,
2020-06-19T00:00:00.000Z,12787,12450,12358,1372,310,2.52,2.52,
2020-06-20T00:00:00.000Z,6010,5780,5723,318,161,2.8,2.8,
2020-06-21T00:00:00.000Z,9152,8915,8796,1169,174,1.98,1.98,
2020-06-22T00:00:00.000Z,14009,13464,13349,997,347,2.58,2.58,
2020-06-23T00:00:00.000Z,19841,19159,19025,3209,449,2.38,2.38,
2020-06-24T00:00:00.000Z,18393,17875,17639,1777,491,2.75,2.75,
2020-06-25T00:00:00.000Z,18663,17981,17753,2974,514,2.91,2.91,
2020-06-26T00:00:00.000Z,16531,16120,15923,1973,463,2.91,2.91,
2020-06-27T00:00:00.000Z,10489,10057,9762,695,407,4.07,4.07,
2020-06-28T00:00:00.000Z,10389,9901,9688,503,385,3.95,3.95,
2020-06-29T00:00:00.000Z,21017,20265,19988,2945,755,3.8,3.8,
2020-06-30T00:00:00.000Z,20832,20161,19754,3179,790,3.99,3.99,
2020-07-01T00:00:00.000Z,21460,20842,20629,2571,974,4.68,4.68,
2020-07-02T00:00:00.000Z,25041,24278,24019,3588,1149,4.8,4.8,
2020-07-03T00:00:00.000Z,20953,20485,20250,2817,945,4.65,4.65,
2020-07-04T00:00:00.000Z,17308,16717,16408,1385,832,4.99,4.99,
2020-07-05T00:00:00.000Z,21112,20293,19960,1662,835,4.13,4.13,
2020-07-06T00:00:00.000Z,25597,24758,24396,3194,1138,4.62,4.62,
2020-07-07T00:00:00.000Z,28633,27721,27368,3539,1391,5.05,5.05,
2020-07-08T00:00:00.000Z,29419,28610,28276,3126,1337,4.7,4.7,
2020-07-09T00:00:00.000Z,29981,28954,28441,3300,1535,5.34,5.34,
2020-07-10T00:00:00.000Z,25829,24781,24496,3082,1416,5.73,5.73,
2020-07-11T00:00:00.000Z,20469,19266,19049,1817,1176,6.13,6.13,
2020-07-12T00:00:00.000Z,21763,20310,19961,2795,1238,6.19,6.19,
2020-07-13T00:00:00.000Z,29248,27506,27022,4176,1730,6.35,6.35,
2020-07-14T00:00:00.000Z,31742,30022,29329,7700,1610,5.46,5.46,
2020-07-15T00:00:00.000Z,30691,27943,27554,4689,1886,6.8,6.8,
2020-07-16T00:00:00.000Z,31077,28534,28110,7097,1941,6.89,6.89,
2020-07-17T00:00:00.000Z,25732,23639,23390,5977,1610,6.84,6.84,
2020-07-18T00:00:00.000Z,20455,18230,18033,4810,1453,8.01,8.01,
2020-07-19T00:00:00.000Z,19843,17896,17681,5263,1018,5.75,5.75,
2020-07-20T00:00:00.000Z,27603,24537,24283,5137,1892,7.77,7.77,
2020-07-21T00:00:00.000Z,30177,26815,26524,7571,2012,7.56,7.56,
2020-07-22T00:00:00.000Z,28807,25761,25571,5860,2043,7.97,7.97,
2020-07-23T00:00:00.000Z,32533,29326,29085,8141,1994,6.83,6.83,
2020-07-24T00:00:00.000Z,24400,22787,22399,5526,1830,8.14,8.14,
2020-07-25T00:00:00.000Z,15486,14658,14506,4684,1119,7.65,7.65,
2020-07-26T00:00:00.000Z,12204,11449,11206,423,1047,9.28,9.28,
2020-07-27T00:00:00.000Z,28245,27311,27050,7411,2053,7.57,7.57,
2020-07-28T00:00:00.000Z,26635,25809,25520,7934,2121,8.31,8.31,
2020-07-29T00:00:00.000Z,26229,25507,25224,7375,1957,7.76,7.76,
2020-07-30T00:00:00.000Z,21956,21296,21004,5027,1793,8.5,8.5,
2020-07-31T00:00:00.000Z,22898,22174,21985,9892,1363,6.18,6.18,
2020-08-01T00:00:00.000Z,7790,7483,7371,2466,630,8.44,8.44,
2020-08-02T00:00:00.000Z,10087,9633,9452,576,713,7.49,7.49,
2020-08-03T00:00:00.000Z,23468,22643,22443,7095,1810,8.02,8.02,
2020-08-04T00:00:00.000Z,26099,25144,24880,9776,1730,6.93,6.93,
2020-08-05T00:00:00.000Z,25792,24953,24669,8861,1697,6.83,6.83,
2020-08-06T00:00:00.000Z,28763,27917,27695,12490,1675,6.05,6.05,
2020-08-07T00:00:00.000Z,25310,24574,24411,9847,1763,7.21,7.21,
2020-08-08T00:00:00.000Z,8583,8148,8042,2055,754,9.38,9.38,
2020-08-09T00:00:00.000Z,12163,11591,11431,2458,925,8.07,8.07,
2020-08-10T00:00:00.000Z,24362,23469,23280,8123,1701,7.29,7.29,
2020-08-11T00:00:00.000Z,27658,26643,26435,10509,1818,6.89,6.89,
2020-08-12T00:00:00.000Z,26233,25337,25128,10034,1618,6.43,6.43,
2020-08-13T00:00:00.000Z,28886,27887,27618,13201,1644,5.94,5.94,
2020-08-14T00:00:00.000Z,20915,20116,19964,7789,1384,6.96,6.96,
2020-08-15T00:00:00.000Z,9396,8869,8773,2098,758,8.59,8.59,
2020-08-16T00:00:00.000Z,12387,11673,11540,951,1053,9.26,9.26,
2020-08-17T00:00:00.000Z,26061,24984,24779,8114,1653,6.65,6.65,
2020-08-18T00:00:00.000Z,27887,26828,26643,10274,1654,6.18,6.18,
2020-08-19T00:00:00.000Z,28401,27343,27063,9461,1647,6.05,6.05,
2020-08-20T00:00:00.000Z,28843,27891,27474,10804,1491,5.41,5.41,
2020-08-21T00:00:00.000Z,27218,26409,26152,9043,1503,5.7,5.7,
2020-08-22T00:00:00.000Z,11059,10551,10409,2255,716,6.82,6.82,
2020-08-23T00:00:00.000Z,13297,12629,12421,384,968,7.76,7.76,
2020-08-24T00:00:00.000Z,30139,28906,28248,7339,1892,6.73,6.73,
2020-08-25T00:00:00.000Z,34048,32904,32498,10687,1960,6.02,6.02,
2020-08-26T00:00:00.000Z,34288,33191,32726,12418,1988,6.06,6.06,
2020-08-27T00:00:00.000Z,36465,35356,34945,13333,2117,6.03,6.03,
2020-08-28T00:00:00.000Z,23287,22423,22280,5108,1831,8.23,8.23,
2020-08-29T00:00:00.000Z,10708,10179,10065,1565,902,9.02,9.02,
2020-08-30T00:00:00.000Z,13552,12949,12697,2189,1101,8.66,8.66,
2020-08-31T00:00:00.000Z,31969,30743,30132,7713,2182,7.2,7.2,
2020-09-01T00:00:00.000Z,28468,27603,27189,7374,2252,8.29,8.29,
2020-09-02T00:00:00.000Z,35981,34710,34394,10672,3194,9.28,9.28,
2020-09-03T00:00:00.000Z,35225,34053,33681,10675,2667,7.91,7.91,
2020-09-04T00:00:00.000Z,31548,30802,30551,8509,2628,8.59,8.59,
2020-09-05T00:00:00.000Z,15944,15327,15162,2673,1507,9.92,9.92,
2020-09-06T00:00:00.000Z,19672,18762,18470,437,2178,11.78,11.78,
2020-09-07T00:00:00.000Z,41450,40120,39765,9900,3395,8.51,8.51,
2020-09-08T00:00:00.000Z,45674,44527,43646,11282,3495,7.99,7.99,
2020-09-09T00:00:00.000Z,46407,45216,44863,9513,3992,8.9,8.9,
2020-09-10T00:00:00.000Z,48702,47419,46615,7792,4157,8.91,8.91,
2020-09-11T00:00:00.000Z,43702,42868,42479,6830,3989,9.35,9.35,
2020-09-12T00:00:00.000Z,30570,29834,29630,6681,2709,9.17,9.17,
2020-09-13T00:00:00.000Z,34979,33935,33497,4887,3178,9.47,9.47,
2020-09-14T00:00:00.000Z,48442,47255,46788,6703,4830,10.27,10.27,
2020-09-15T00:00:00.000Z,57757,56386,55686,9016,5541,9.93,9.93,
2020-09-16T00:00:00.000Z,54227,53042,52124,9804,4578,8.76,8.76,
2020-09-17T00:00:00.000Z,58797,57532,56656,6260,5395,9.49,9.49,
2020-09-18T00:00:00.000Z,54471,53294,52644,7329,5341,10.13,10.13,
2020-09-19T00:00:00.000Z,42832,41832,40974,10705,3810,9.3,9.3,
2020-09-20T00:00:00.000Z,24491,23536,21671,2545,2584,11.89,11.89,
2020-09-21T00:00:00.000Z,34602,33502,33053,5752,3885,11.71,11.71,
2020-09-22T00:00:00.000Z,63044,61254,60596,16207,7071,11.58,11.58,
2020-09-23T00:00:00.000Z,59351,57840,57257,11970,7151,12.47,12.47,
2020-09-24T00:00:00.000Z,67973,66276,65395,14699,8291,12.63,12.63,
2020-09-25T00:00:00.000Z,62716,61313,60621,12331,8410,13.83,13.83,
2020-09-26T00:00:00.000Z,46422,45102,44553,8387,5880,13.2,13.2,
2020-09-27T00:00:00.000Z,25283,24234,23232,2194,3446,14.79,14.79,
2020-09-28T00:00:00.000Z,8220,7704,7487,100,1162,15.4,15.4,
2020-09-29T00:00:00.000Z,34617,33233,32636,2657,5005,15.28,15.28,
2020-09-30T00:00:00.000Z,70151,67866,67152,14378,9061,13.48,13.48,
2020-10-01T00:00:00.000Z,65925,63796,63130,14951,7711,12.22,12.22,
2020-10-02T00:00:00.000Z,62161,59989,59377,15136,7066,11.88,11.88,
2020-10-03T00:00:00.000Z,25139,23571,23063,7927,2579,11.24,11.24,
2020-10-04T00:00:00.000Z,26426,24877,24536,2164,2933,11.95,11.95,
2020-10-05T00:00:00.000Z,52143,49826,49439,13301,5694,11.53,11.53,
2020-10-06T00:00:00.000Z,47039,44877,44502,11468,4718,10.6,10.6,
2020-10-07T00:00:00.000Z,49231,46658,46160,14823,4154,8.99,8.99,
2020-10-08T00:00:00.000Z,49814,47348,46843,14082,3724,8.01,8.01,
2020-10-09T00:00:00.000Z,37349,35311,35048,8392,2942,8.43,8.43,
2020-10-10T00:00:00.000Z,13467,12324,11906,2302,891,7.69,7.69,
2020-10-11T00:00:00.000Z,23119,21408,20956,1809,1639,7.82,7.82,
2020-10-12T00:00:00.000Z,47356,44526,43728,12065,3134,7.21,7.21,
2020-10-13T00:00:00.000Z,45317,42638,41516,15467,2303,5.62,5.62,
2020-10-14T00:00:00.000Z,41181,38877,38400,13784,2102,5.51,5.51,
2020-10-15T00:00:00.000Z,37639,35653,35289,11819,1606,4.56,4.56,
2020-10-16T00:00:00.000Z,34745,33097,32594,6459,1474,4.59,4.59,
2020-10-17T00:00:00.000Z,14994,14285,14178,2650,400,2.89,2.89,
2020-10-18T00:00:00.000Z,27530,26198,25690,2226,923,3.59,3.59,
2020-10-19T00:00:00.000Z,41847,40064,39472,10278,1498,3.84,3.84,
2020-10-20T00:00:00.000Z,42544,40782,40303,13551,1182,2.96,2.96,
2020-10-21T00:00:00.000Z,43454,41698,41247,13100,1158,2.83,2.83,
2020-10-22T00:00:00.000Z,35301,33907,33544,8185,1029,3.07,3.07,
2020-10-23T00:00:00.000Z,30510,29448,29066,6544,859,2.92,2.92,
2020-10-24T00:00:00.000Z,6661,6334,6253,1525,249,3.95,3.95,
2020-10-25T00:00:00.000Z,21808,20892,20492,2433,614,2.95,2.95,
2020-10-26T00:00:00.000Z,41010,39602,38260,11555,879,2.31,2.31,
2020-10-27T00:00:00.000Z,41723,40422,39725,14685,878,2.23,2.23,
2020-10-28T00:00:00.000Z,35097,34031,33517,11273,724,2.16,2.16,
2020-10-29T00:00:00.000Z,37603,36625,36242,9330,641,1.79,1.79,
2020-10-30T00:00:00.000Z,32646,31858,31635,5830,681,2.15,2.15,
2020-10-31T00:00:00.000Z,8027,7746,7646,1198,221,2.98,2.98,
2020-11-01T00:00:00.000Z,22639,22014,21394,2488,667,3.07,3.07,
2020-11-02T00:00:00.000Z,35813,34810,33618,10770,787,2.36,2.36,
2020-11-03T00:00:00.000Z,41555,40505,38599,13387,844,2.19,2.19,
2020-11-04T00:00:00.000Z,39791,38963,37487,11707,762,2.05,2.05,
2020-11-05T00:00:00.000Z,35363,34676,33928,8656,567,1.67,1.67,
2020-11-06T00:00:00.000Z,31589,30886,30161,7783,698,2.28,2.28,
2020-11-07T00:00:00.000Z,8344,8111,8026,927,209,2.64,2.64,
2020-11-08T00:00:00.000Z,22114,21639,21058,3356,536,2.54,2.54,
2020-11-09T00:00:00.000Z,35217,34572,33424,9796,724,2.16,2.16,
2020-11-10T00:00:00.000Z,41656,40882,39924,15349,674,1.69,1.69,
2020-11-11T00:00:00.000Z,40490,39768,38597,11157,757,1.99,1.99,
2020-11-12T00:00:00.000Z,40330,39597,38664,7603,838,2.16,2.16,
2020-11-13T00:00:00.000Z,35792,35240,34420,7491,755,2.21,2.21,
2020-11-14T00:00:00.000Z,12933,12721,12636,586,285,2.3,2.3,
2020-11-15T00:00:00.000Z,23799,23419,23153,1347,625,2.7,2.7,
2020-11-16T00:00:00.000Z,48234,47287,46475,12391,874,1.88,1.88,
2020-11-17T00:00:00.000Z,52811,51973,51157,13456,829,1.62,1.62,
2020-11-18T00:00:00.000Z,44845,44164,43458,8966,795,1.83,1.83,
2020-11-19T00:00:00.000Z,53014,52325,50364,9641,770,1.53,1.53,
2020-11-20T00:00:00.000Z,43698,43131,42421,5598,773,1.82,1.82,
2020-11-21T00:00:00.000Z,15895,15654,15106,296,416,2.8,2.8,
2020-11-22T00:00:00.000Z,34383,33930,31783,2532,768,2.4,2.4,
2020-11-23T00:00:00.000Z,51963,51182,49122,10704,959,1.96,1.96,
2020-11-24T00:00:00.000Z,57641,56893,55276,12761,843,1.55,1.55,
2020-11-25T00:00:00.000Z,59099,58279,56469,11638,1083,1.92,1.92,
2020-11-26T00:00:00.000Z,52695,51917,49876,6204,1091,2.17,2.17,
2020-11-27T00:00:00.000Z,48108,47578,46538,5920,1031,2.22,2.22,
2020-11-28T00:00:00.000Z,17528,17274,16177,3152,576,3.59,3.59,
2020-11-29T00:00:00.000Z,39539,38962,36834,2656,1035,2.79,2.79,
2020-11-30T00:00:00.000Z,58214,57345,55157,10001,1252,2.28,2.28,
2020-12-01T00:00:00.000Z,62895,62121,58843,13832,1195,2.04,2.04,
2020-12-02T00:00:00.000Z,71073,70145,67772,12612,1582,2.34,2.34,
2020-12-03T00:00:00.000Z,64132,63349,60980,10972,1452,2.37,2.37,
2020-12-04T00:00:00.000Z,60951,60193,58879,7734,1528,2.57,2.57,
2020-12-05T00:00:00.000Z,25875,25502,24306,1602,998,4.11,4.11,
2020-12-06T00:00:00.000Z,42586,42029,39981,1844,1363,3.4,3.4,
2020-12-07T00:00:00.000Z,67302,66340,63998,9323,1872,2.91,2.91,
2020-12-08T00:00:00.000Z,70114,69265,67240,10788,1766,2.63,2.63,
2020-12-09T00:00:00.000Z,74289,73390,71326,12837,1881,2.62,2.62,
2020-12-10T00:00:00.000Z,76624,75769,73585,10157,2001,2.73,2.73,
2020-12-11T00:00:00.000Z,76270,75422,73671,10615,1834,2.49,2.49,
2020-12-12T00:00:00.000Z,44833,44303,41059,3705,1295,3.16,3.16,
2020-12-13T00:00:00.000Z,51468,50869,48206,1162,1731,3.58,3.58,
2020-12-14T00:00:00.000Z,73698,72907,70621,9416,2312,3.29,3.29,
2020-12-15T00:00:00.000Z,83952,83003,80486,12634,2891,3.59,3.59,
2020-12-16T00:00:00.000Z,84131,83225,80715,12899,2868,3.54,3.54,
2020-12-17T00:00:00.000Z,80536,79605,76531,11748,2841,3.72,3.72,
2020-12-18T00:00:00.000Z,76733,75984,74000,8572,2807,3.77,3.77,
2020-12-19T00:00:00.000Z,62142,61480,59490,7112,1900,3.17,3.17,
2020-12-20T00:00:00.000Z,71714,70897,67137,3392,3103,4.61,4.61,
2020-12-21T00:00:00.000Z,93007,92025,88961,11555,3869,4.34,4.34,
2020-12-22T00:00:00.000Z,94357,93351,90048,15024,4378,4.86,4.86,
2020-12-23T00:00:00.000Z,97771,96842,93246,11541,4063,4.33,4.33,
2020-12-24T00:00:00.000Z,99016,98054,93690,12109,4075,4.32,4.32,
2020-12-25T00:00:00.000Z,86515,85572,82784,11614,4025,4.84,4.84,
2020-12-26T00:00:00.000Z,63971,63261,60679,5892,2664,4.38,4.38,
2020-12-27T00:00:00.000Z,71376,70641,68292,2738,3546,5.17,5.17,
2020-12-28T00:00:00.000Z,99890,98881,98067,12472,5531,5.63,5.63,
2020-12-29T00:00:00.000Z,99619,98755,97935,13200,5653,5.75,5.75,
2020-12-30T00:00:00.000Z,103391,102437,101502,12637,5878,5.78,5.78,
2020-12-31T00:00:00.000Z,103589,102696,101385,10590,5894,5.78,5.78,
2021-01-01T00:00:00.000Z,101216,100233,95925,8774,6047,6.27,6.27,
2021-01-02T00:00:00.000Z,77160,76489,75726,4238,4229,5.56,5.56,
2021-01-03T00:00:00.000Z,79939,79082,76828,2923,5245,6.81,6.81,
2021-01-04T00:00:00.000Z,111657,110632,108304,9801,8436,7.78,7.78,
2021-01-05T00:00:00.000Z,116536,115516,114253,12014,8256,7.2,7.2,
2021-01-06T00:00:00.000Z,121360,120186,117086,13611,7909,6.73,6.73,
2021-01-07T00:00:00.000Z,117336,116272,114209,13917,7702,6.71,6.71,
2021-01-08T00:00:00.000Z,116983,115893,114352,14836,8232,7.14,7.14,
2021-01-09T00:00:00.000Z,80259,79328,77762,7222,5174,6.64,6.64,
2021-01-10T00:00:00.000Z,96429,95363,93752,2914,6997,7.42,7.42,
2021-01-11T00:00:00.000Z,126325,124848,121455,8507,9787,8.01,8.01,
2021-01-12T00:00:00.000Z,120991,119581,117433,15454,9332,7.92,7.92,
2021-01-13T00:00:00.000Z,122325,120923,118714,20351,9531,7.98,7.98,
2021-01-14T00:00:00.000Z,124842,123356,121034,13048,9319,7.68,7.68,
2021-01-15T00:00:00.000Z,101984,100750,99429,10943,8458,8.48,8.48,
2021-01-16T00:00:00.000Z,71758,70808,68966,5119,5095,7.37,7.37,
2021-01-17T00:00:00.000Z,64475,63376,61786,2442,5681,9.16,9.16,
2021-01-18T00:00:00.000Z,102021,100609,99272,13451,10115,10.19,10.19,
2021-01-19T00:00:00.000Z,96076,94661,93781,15552,8655,9.2,9.2,
2021-01-20T00:00:00.000Z,93422,91832,90017,13692,8352,9.29,9.29,
2021-01-21T00:00:00.000Z,82545,81165,80126,12318,7266,9.07,9.07,
2021-01-22T00:00:00.000Z,86037,84649,83649,10885,7387,8.83,8.83,
2021-01-23T00:00:00.000Z,31000,30429,30192,1237,2435,8.1,8.1,
2021-01-24T00:00:00.000Z,54458,53503,52960,3232,4957,9.32,9.32,
2021-01-25T00:00:00.000Z,91655,89947,88170,14493,8718,9.89,9.89,
2021-01-26T00:00:00.000Z,83592,82173,81477,11625,7793,9.59,9.59,
2021-01-27T00:00:00.000Z,86106,84648,83462,14078,7749,9.29,9.29,
2021-01-28T00:00:00.000Z,78515,77252,76421,10097,7197,9.42,9.42,
2021-01-29T00:00:00.000Z,74378,73047,71729,7527,6781,9.45,9.45,
2021-01-30T00:00:00.000Z,26885,26392,26052,688,2616,10.08,10.08,
2021-01-31T00:00:00.000Z,55061,54035,53398,3462,5243,9.81,9.81,
