city,diff,percentOfCityPopulation,sickCount,status,testsCount
גבעת זאב,0,0.30500631047538906,58,,2179
מעלה אדומים,0,0.1546872916388852,58,,4700
יבנה,1.8181818181818181,0.12065585073147611,56,,3327
גדרה,0,0.224863475746868,56,,3626
כרמיאל,0,0.12042233834376279,56,,3803
אופקים,0,0.17276582377885968,55,,2840
גני תקווה,0,0.2758966641585152,55,,2183
אילת,0,0.09546708153595927,54,,3122
טייבה,0,0.120569634651258,53,,2784
גבעתיים,0,0.09407678112675037,52,,4804
נהריה,2.0408163265306123,0.08362043014349266,50,,6598
הוד השרון,2.0408163265306123,0.08341953351796857,50,,4342
גבעת שמואל,0,0.1953981736252343,49,,2278
רמת השרון,2.127659574468085,0.1058691193012638,48,,3726
ג'סר א-זרקא,0,0.30066145520144316,45,,2763
"כפר חב""ד",0,0.6546406750072737,45,,842
קרית יערים,2.325581395348837,0.7018663263678417,44,,927
אזור,0,0.3426661094860008,41,,1209
באר יעקב,2.631578947368421,0.1508587343339007,39,,2079
זכרון יעקב,0,0.1705795214795529,38,,1397
בענה,0,0.4506106960749437,38,,2030
שוהם,0,0.1796945193171608,36,,1828
ג'ת,0,0.2867442241520564,35,,1395
נוף הגליל,0,0.07693177961307841,34,,3633
עכו,0,0.06639457907789646,34,,3955
קרית אתא,0,0.05721319717748227,33,,4146
דבוריה,0,0.3129148492319363,33,,1760
אבן יהודה,0,0.24793388429752072,33,,1314
דימונה,0,0.08958065057947483,32,,2765
נס ציונה,0,0.06545787785559992,30,,3006
קרית ים,0,0.0738157660294754,29,,2948
גן יבנה,0,0.1287915796953413,29,,1495
פרדס חנה-כרכור,0,0.06499602802050986,27,,4111
מצפה רמון,0,0.519065681772809,26,,405
כפר קרע,20,0.1253263707571802,24,,1300
ערד,0,0.08900426478768775,24,,1422
נצרת,4.545454545454546,0.02928854308599371,23,,2422
טמרה,0,0.0669928929278807,23,,1804
להבים,4.761904761904763,0.3528468323977546,22,,1133
קרית מוצקין,0,0.050047772874107097,22,,4119
מזכרת בתיה,0,0.1328991959598644,20,,1602
מג'ד אל-כרום,0,0.1296596434359805,20,,2083
יבנאל,0,0.48169556840077066,20,,370
מבשרת ציון,0,0.08640428565256837,20,,2462
יקנעם עילית,0,0.08637070305752288,20,,1406
עלי,0,0.4873294346978557,20,,358
מיתר,0,0.18975332068311201,19,,1292
כפר קאסם,0,0.07892331976406082,19,,1576
קדימה-צורן,5.555555555555555,0.09027414833467953,19,,1174
מעלה עירון,0,0.119292199615614,18,,706
עומר,0,0.2268431001890359,18,,1191
טירת כרמל,0,0.07796595486637502,18,,1217
קרית ביאליק,0,0.0457375174691907,18,,2578
קרית שמונה,0,0.07696138349404681,17,,1191
לקיה,6.25,0.1107708346908191,17,,841
סח'נין,0,0.05193059628543499,17,,1835
ערערה,0,0.08001600320064013,16,,1523
אריאל,0,0.08744125040988086,16,,1418
חריש,0,0.1111574267055718,16,,904
כפר יונה,0,0.06982325987344534,16,,1358
מרכז שפירא,0,0.7201152184349496,15,,240
תל מונד,0,0.1170046801872075,15,,1483
פוריידיס,0,0.11283285692793739,15,,859
פקיעין (בוקייעה),0,0.2540220152413209,15,,724
כפר כנא,0,0.06582989554989906,15,,1399
עמנואל,0,0.3570578433706261,15,,243
ג'לג'וליה,0,0.1276010993325481, קטן מ-15 ,,764
בית אריה,0,0.27370478983382207, קטן מ-15 ,,448
בית אל,0,0.21052631578947367, קטן מ-15 ,,384
עספיא,0,0.04072987943955686, קטן מ-15 ,,793
ג'דיידה-מכר,0,0.01444738743077294, קטן מ-15 ,,973
ניצן,0,0.2585092632485997, קטן מ-15 ,,154
מג'דל שמס,0,0.035650623885918005, קטן מ-15 ,,578
ביר אל-מכסור,0,0.049662296384584824, קטן מ-15 ,,275
בוקעאתא,0,0.0300390507659958, קטן מ-15 ,,182
עפרה,0,0.35947712418300654, קטן מ-15 ,,279
עראבה,0,0.026609898882384252, קטן מ-15 ,,995
אלפי מנשה,0,0.08933129147524246, קטן מ-15 ,,469
מסעודין אל-עזאזמה,0,0.01162250116225012, קטן מ-15 ,,146
בת חפר,0,0.01961938395134393, קטן מ-15 ,,352
בסמת טבעון,0,0.02527167045741723, קטן מ-15 ,,256
"בני עי""ש",0,0.08852168781351431, קטן מ-15 ,,920
מעיליא,0,0.06277463904582549, קטן מ-15 ,,283
אחוזת ברק,0,0.08470986869970351, קטן מ-15 ,,149
אורנית,0,0.05572893446277308, קטן מ-15 ,,564
אור עקיבא,0,0.040899795501022504, קטן מ-15 ,,1449
נשר,0,0.0225458808675655, קטן מ-15 ,,1871
מתן,0,0.24906600249065997, קטן מ-15 ,,204
בית חשמונאי,0,0.04675081813931744, קטן מ-15 ,,132
מעלות-תרשיחא,0,0.0619551267867416, קטן מ-15 ,,1584
מצפה יריחו,0,0.12366034624896949, קטן מ-15 ,,182
עתלית,0,0.08427642667950878, קטן מ-15 ,,454
נאעורה,0,0.0831255195344971, קטן מ-15 ,,43
דייר חנא,0,0.11265490048817119, קטן מ-15 ,,660
נוף איילון,0,0.1736111111111111, קטן מ-15 ,,296
הושעיה,0,0.1472754050073638, קטן מ-15 ,,133
הר אדר,0,0.3222607833415964, קטן מ-15 ,,380
פדואל,0,0.18867924528301888, קטן מ-15 ,,142
פסוטה,0,0.02965599051008304, קטן מ-15 ,,437
צופים,0,0.08492569002123143, קטן מ-15 ,,143
חורפיש,0,0.03135779241141424, קטן מ-15 ,,384
חצור הגלילית,0,0.0407955124936257, קטן מ-15 ,,493
חשמונאים,0,0.09980039920159679, קטן מ-15 ,,287
טובא-זנגריה,0,0.014753614635585721, קטן מ-15 ,,168
