date,new_hospitalized,Counthospitalized,Counthospitalized_without_release,CountHardStatus,CountMediumStatus,CountEasyStatus,CountBreath,CountDeath,total_beds,StandardOccupancy,num_visits,patients_home,patients_hotel,CountBreathCum,CountDeathCum,CountCriticalStatus,CountSeriousCriticalCum,serious_critical_new,count_ecmo,count_dead_avg_7days,medium_new,easy_new
2021-09-10T00:00:00.000Z,191,1345,1201,680,154,416,170,18,3083,0.4362633798248459,7468,82118,0,4268,7392,244,21241,90,29,27,1,111
2021-09-11T00:00:00.000Z,146,1310,1226,686,152,416,173,26,3083,0.4249108011676938,6299,86569,0,4277,7418,243,21307,75,30,26,1,110
2021-09-12T00:00:00.000Z,211,1420,1168,707,193,487,176,23,3083,0.4605903340901719,9501,81555,117,4297,7441,243,21389,88,30,25,1,1
2021-09-13T00:00:00.000Z,166,1391,1206,683,181,441,186,20,3083,0.4511839117742459,8428,84758,122,4314,7461,248,21456,78,32,25,1,1
2021-09-14T00:00:00.000Z,197,1378,1129,674,199,436,192,30,3083,0.4469672397015894,9045,87949,0,4332,7491,252,21534,83,35,24,1,114
2021-09-15T00:00:00.000Z,149,1292,1095,663,172,380,188,22,3083,0.4190723321440156,7146,86787,0,4343,7513,239,21601,80,34,23,1,108
2021-09-16T00:00:00.000Z,138,1229,1168,644,144,369,183,18,3083,0.3986376905611417,5666,86159,0,4353,7531,233,21656,63,33,22,1,106
2021-09-17T00:00:00.000Z,234,1354,1155,678,167,466,192,18,3083,0.439182614336685,8938,84293,0,4371,7549,240,21718,73,37,22,1,109
2021-09-18T00:00:00.000Z,162,1353,1263,712,169,417,191,17,3083,0.4388582549464807,6821,89033,0,4380,7566,244,21816,111,40,22,1,112
2021-09-19T00:00:00.000Z,181,1423,1142,730,174,481,191,27,3083,0.461563412260785,10186,79598,148,4392,7593,244,21891,87,40,21,1,5
2021-09-20T00:00:00.000Z,149,1345,1135,707,146,400,183,15,3083,0.4362633798248459,7561,77694,134,4400,7608,248,21968,86,40,21,1,2
2021-09-21T00:00:00.000Z,151,1276,1200,703,127,363,187,16,3083,0.413882581900746,6595,78446,0,4412,7624,255,22048,91,41,21,1,115
2021-09-22T00:00:00.000Z,158,1302,1089,738,164,369,190,19,3083,0.4223159260460591,8969,72847,125,4427,7643,260,22121,90,41,19,1,1
2021-09-23T00:00:00.000Z,146,1272,1076,731,142,330,204,20,3083,0.4125851443399287,8788,69568,110,4450,7663,270,22200,85,41,18,1,1
2021-09-24T00:00:00.000Z,138,1225,1078,704,127,304,213,21,3083,0.3973402530003244,7315,66848,0,4470,7684,277,22255,68,46,18,1,118
2021-09-25T00:00:00.000Z,95,1155,1077,687,131,269,215,24,3083,0.3746350956860201,6076,66312,0,4482,7708,286,22317,69,47,19,1,120
2021-09-26T00:00:00.000Z,157,1203,1004,705,156,321,223,14,3083,0.3902043464158287,9453,64794,88,4498,7722,280,22375,74,48,20,1,2
2021-09-27T00:00:00.000Z,140,1195,1057,678,137,300,221,16,3083,0.387609471294194,7570,61001,92,4516,7738,279,22434,63,53,18,1,1
2021-09-28T00:00:00.000Z,97,1131,1038,661,120,285,220,22,3083,0.3668504703211158,6648,58327,0,4526,7760,278,22483,61,53,18,1,119
2021-09-29T00:00:00.000Z,147,1156,959,667,127,324,214,22,3083,0.3749594550762245,8898,52365,90,4536,7782,266,22529,56,55,19,1,1
2021-09-30T00:00:00.000Z,119,1120,972,636,118,294,211,14,3083,0.363282517028868,8460,50023,0,4548,7796,267,22579,60,54,19,1,117
2021-10-01T00:00:00.000Z,107,1074,940,609,115,270,205,19,3083,0.348361985079468,7135,48690,0,4553,7815,247,22626,52,55,19,1,113
2021-10-02T00:00:00.000Z,95,1020,951,591,124,254,205,21,3083,0.3308465780084334,6283,46738,0,4558,7836,258,22662,45,56,18,1,116
2021-10-03T00:00:00.000Z,102,1034,875,579,129,288,203,23,3083,0.3353876094712942,8915,41721,82,4567,7859,249,22698,43,55,18,1,2
2021-10-04T00:00:00.000Z,87,992,832,551,107,276,203,11,3083,0.3217645150827116,8359,40547,78,4578,7870,245,22732,39,53,19,1,2
2021-10-05T00:00:00.000Z,81,923,803,505,104,245,198,15,3083,0.2993837171586117,8358,39025,79,4585,7885,239,22767,35,52,18,1,1
2021-10-06T00:00:00.000Z,84,856,740,485,91,232,196,15,3083,0.2776516380149205,8162,36833,81,4589,7900,236,22801,40,56,17,1,1
2021-10-07T00:00:00.000Z,79,821,716,463,78,232,187,18,3083,0.2662990593577684,8299,35011,78,4592,7918,223,22829,34,53,16,1,1
2021-10-08T00:00:00.000Z,61,779,721,458,73,205,188,7,3083,0.2526759649691859,7020,33961,0,4596,7925,227,22868,44,51,17,1,104
2021-10-09T00:00:00.000Z,58,756,715,457,78,194,186,12,3083,0.2452156989944859,6285,31984,0,4602,7937,224,22896,35,53,15,1,103
2021-10-10T00:00:00.000Z,71,778,674,457,78,222,182,15,3083,0.2523516055789815,9184,28233,65,4608,7952,221,22922,32,50,14,1,2
2021-10-11T00:00:00.000Z,64,763,674,437,77,202,182,14,3083,0.2474862147259163,8545,27876,56,4614,7966,216,22953,35,51,13,1,1
2021-10-12T00:00:00.000Z,58,713,639,421,73,186,171,10,3083,0.231268245215699,8321,26760,63,4618,7976,216,22974,26,50,13,1,2
2021-10-13T00:00:00.000Z,59,694,618,410,70,181,166,9,3083,0.2251054168018164,7735,25318,57,4621,7985,208,22998,30,51,13,1,4
2021-10-14T00:00:00.000Z,53,662,582,386,70,172,164,13,3083,0.2147259163152773,8276,23538,54,4628,7998,201,23019,25,48,12,1,4
2021-10-15T00:00:00.000Z,52,618,579,379,58,151,159,10,3083,0.2004541031462861,6713,22902,53,4636,8008,192,23047,30,47,11,1,1
2021-10-16T00:00:00.000Z,38,598,579,375,63,143,162,9,3083,0.1939669153421992,6141,22481,0,4641,8017,188,23064,22,47,11,1,98
2021-10-17T00:00:00.000Z,48,617,538,382,65,159,159,7,3083,0.2001297437560818,8696,20660,54,4649,8024,182,23083,25,46,11,1,3
2021-10-18T00:00:00.000Z,37,591,523,359,54,145,164,11,3083,0.1916963996107687,8052,20332,51,4657,8035,185,23099,19,45,10,1,1
2021-10-19T00:00:00.000Z,35,550,504,352,48,127,157,3,3083,0.1783976646123905,7855,19737,57,4658,8038,179,23120,23,46,9,1,3
2021-10-20T00:00:00.000Z,42,537,480,340,43,128,152,8,3083,0.174180992539734,7664,18462,72,4659,8046,178,23131,17,44,8,1,1
2021-10-21T00:00:00.000Z,44,524,469,313,44,137,152,7,3083,0.1699643204670775,8015,17132,57,4666,8053,176,23139,13,45,8,1,2
2021-10-22T00:00:00.000Z,30,495,466,301,47,125,151,4,3083,0.1605578981511515,6544,16363,58,4669,8057,174,23156,19,46,7,1,2
2021-10-23T00:00:00.000Z,20,470,449,292,51,115,150,8,3083,0.1524489133960428,5826,15804,0,4672,8065,169,23163,11,45,7,1,95
2021-10-24T00:00:00.000Z,29,468,408,280,52,127,145,6,3083,0.1518001946156341,8509,14356,60,4681,8071,166,23168,8,44,6,1,1
2021-10-25T00:00:00.000Z,30,447,391,259,57,106,140,10,3083,0.1449886474213429,7840,13932,58,4686,8081,158,23178,13,45,6,1,1
2021-10-26T00:00:00.000Z,22,411,358,242,48,91,135,10,3083,0.1333117093739864,7846,13310,55,4688,8091,153,23184,8,45,6,1,2
2021-10-27T00:00:00.000Z,35,390,351,233,36,94,134,5,3083,0.1265001621796951,7403,12431,57,4691,8096,155,23197,16,45,7,1,1
2021-10-28T00:00:00.000Z,25,363,336,232,36,78,130,7,3083,0.1177424586441778,7946,11731,52,4695,8103,149,23209,17,43,7,1,1
2021-10-29T00:00:00.000Z,19,351,326,218,33,80,127,6,3083,0.1138501459617256,6729,11174,46,4696,8109,151,23214,8,42,7,1,1
2021-10-30T00:00:00.000Z,18,334,327,216,32,77,126,3,3083,0.1083360363282517,6138,10790,0,4698,8112,142,23219,9,42,7,1,92
2021-10-31T00:00:00.000Z,28,351,306,219,35,86,128,2,3083,0.1138501459617256,9002,9895,37,4699,8114,148,23228,14,43,6,1,6
2021-11-01T00:00:00.000Z,27,345,312,211,29,82,124,4,3083,0.1119039896204995,7937,9760,33,4701,8118,140,23236,13,43,6,1,5
2021-11-02T00:00:00.000Z,15,319,291,206,25,72,118,3,3083,0.1034706454751865,7792,9566,34,4701,8121,137,23244,10,42,5,1,24
2021-11-03T00:00:00.000Z,11,302,271,191,24,66,115,5,3083,0.09795653584171261,7655,9212,34,4701,8126,131,23249,6,42,4,1,23
2021-11-04T00:00:00.000Z,18,286,255,176,23,68,110,6,3083,0.09276678559844308,8108,8732,33,4703,8132,123,23250,3,42,4,1,4
2021-11-05T00:00:00.000Z,13,262,248,173,17,60,107,1,3083,0.08498216023353876,6687,8611,43,4704,8133,119,23256,7,42,4,1,2
2021-11-06T00:00:00.000Z,14,255,248,175,19,56,108,0,3083,0.08271164450210834,6067,8412,0,4704,8133,121,23262,6,42,3,1,91
2021-11-07T00:00:00.000Z,9,258,239,170,23,56,105,5,3083,0.08368472267272138,8901,7966,55,4705,8138,120,23263,2,40,3,1,1
2021-11-08T00:00:00.000Z,9,251,235,164,25,53,105,3,3083,0.08141420694129095,8029,8013,63,4708,8141,120,23267,7,39,3,1,1
2021-11-09T00:00:00.000Z,21,261,233,155,18,67,103,6,3083,0.08465780084333442,8007,7940,73,4710,8147,117,23274,7,37,3,1,1
2021-11-10T00:00:00.000Z,14,241,221,147,18,59,99,5,3083,0.07817061303924748,7789,7711,75,4711,8152,112,23279,8,36,3,1,1
2021-11-11T00:00:00.000Z,20,232,214,146,17,59,99,3,3083,0.07525137852740837,7815,7377,99,4713,8155,112,23287,8,38,3,1,1
2021-11-12T00:00:00.000Z,10,222,211,148,19,44,99,2,3083,0.0720077846253649,6563,7205,95,4714,8157,110,23294,7,38,3,1,1
2021-11-13T00:00:00.000Z,10,218,214,150,17,47,99,2,3083,0.07071034706454751,5939,7149,0,4716,8159,111,23299,5,38,3,1,90
2021-11-14T00:00:00.000Z,14,230,202,150,19,54,96,0,3083,0.07460265974699967,8544,6787,71,4718,8159,110,23304,5,37,3,1,1
2021-11-15T00:00:00.000Z,10,220,203,139,19,47,92,5,3083,0.07135906584495622,7928,6873,54,4720,8164,104,23309,6,34,3,1,2
2021-11-16T00:00:00.000Z,10,206,192,136,19,43,90,4,3083,0.06681803438209537,7833,6926,49,4721,8168,98,23313,6,32,3,1,1
2021-11-17T00:00:00.000Z,10,201,190,137,19,39,90,1,3083,0.06519623743107363,7959,6857,45,4721,8169,103,23317,7,32,3,1,1
2021-11-18T00:00:00.000Z,19,209,185,133,32,39,87,3,3083,0.06779111255270841,7968,6717,36,4722,8172,100,23322,5,32,2,1,4
2021-11-19T00:00:00.000Z,12,197,189,125,21,43,79,3,3083,0.06389879987025625,6235,6830,36,4722,8175,90,23325,3,32,2,1,3
2021-11-20T00:00:00.000Z,9,190,182,128,17,38,79,6,3083,0.06162828413882582,5402,6802,0,4723,8181,89,23333,8,32,2,1,87
2021-11-21T00:00:00.000Z,13,191,181,130,22,38,79,1,3083,0.06195264352903017,8395,6536,30,4725,8182,87,23339,7,31,3,1,1
2021-11-22T00:00:00.000Z,16,203,186,129,18,46,80,2,3083,0.06584495621148233,7857,6923,32,4729,8184,92,23345,6,31,3,1,5
2021-11-23T00:00:00.000Z,13,203,188,126,18,47,79,0,3083,0.06584495621148233,7843,7180,34,4733,8184,90,23350,6,30,2,1,22
2021-11-24T00:00:00.000Z,12,198,175,119,20,47,77,3,3083,0.06422315926046059,7801,7213,37,4734,8187,84,23354,5,30,2,1,5
2021-11-25T00:00:00.000Z,17,184,177,119,16,43,73,3,3083,0.05968212779759974,7923,7172,37,4734,8190,80,23362,8,30,2,1,3
2021-11-26T00:00:00.000Z,9,185,168,122,19,35,72,2,3083,0.06000648718780409,6367,7311,37,4735,8192,81,23369,8,30,2,1,4
2021-11-27T00:00:00.000Z,15,184,176,124,18,32,70,1,3083,0.05968212779759974,5985,7191,0,4735,8193,80,23375,9,28,2,1,86
2021-11-28T00:00:00.000Z,11,184,171,126,15,37,71,3,3083,0.05968212779759974,8468,6916,35,4739,8196,81,23380,7,26,1,1,4
2021-11-29T00:00:00.000Z,7,181,168,118,16,37,70,3,3083,0.0587090496269867,8099,7154,33,4741,8199,79,23382,3,26,2,1,3
2021-11-30T00:00:00.000Z,18,183,168,116,15,44,66,3,3083,0.05935776840739539,8037,7173,31,4742,8202,77,23385,6,23,2,1,3
2021-12-01T00:00:00.000Z,8,172,155,113,13,39,66,1,3083,0.05578981511514759,7499,7099,32,4743,8203,74,23387,2,24,2,1,3
2021-12-02T00:00:00.000Z,12,170,152,112,12,35,65,2,3083,0.05514109633473889,7920,6960,31,4744,8205,75,23392,6,24,2,1,2
2021-12-03T00:00:00.000Z,16,170,162,109,12,38,64,1,3083,0.05514109633473889,6403,6903,32,4746,8206,75,23396,4,24,2,2,4
2021-12-04T00:00:00.000Z,9,163,158,107,11,40,63,2,3083,0.05287058060330847,6053,6862,0,4746,8208,72,23401,5,24,2,1,85
2021-12-05T00:00:00.000Z,14,172,162,108,14,45,63,1,3083,0.05578981511514759,8538,6627,33,4746,8209,73,23406,6,23,2,1,2
2021-12-06T00:00:00.000Z,13,179,155,107,13,47,61,2,3083,0.05806033084657801,7895,6911,33,4748,8211,72,23408,6,23,1,1,1
2021-12-07T00:00:00.000Z,18,177,161,103,12,46,56,3,3083,0.05741161206616931,8238,7196,38,4748,8214,68,23413,5,21,1,2,3
2021-12-08T00:00:00.000Z,10,164,143,98,10,46,54,4,3083,0.05319493999351281,7701,7279,40,4749,8218,63,23416,3,21,1,2,1
2021-12-09T00:00:00.000Z,16,164,151,90,11,52,55,3,3083,0.05319493999351281,8163,7220,42,4751,8221,62,23420,5,19,2,1,2
2021-12-10T00:00:00.000Z,13,158,148,97,8,45,54,2,3083,0.05124878365228673,7169,7267,42,4752,8223,60,23427,11,19,2,1,1
2021-12-11T00:00:00.000Z,21,167,163,97,9,55,51,1,3083,0.05416801816412585,6714,6979,0,4752,8224,57,23430,4,18,2,1,78
2021-12-12T00:00:00.000Z,8,169,145,92,13,58,49,2,3083,0.05481673694453455,9431,6726,44,4752,8226,55,23432,2,18,2,1,1
2021-12-13T00:00:00.000Z,10,158,141,92,10,49,48,4,3083,0.05124878365228673,8948,7075,39,4753,8230,57,23438,7,17,2,1,2
2021-12-14T00:00:00.000Z,13,157,145,87,13,49,47,1,3083,0.05092442426208239,8796,7306,37,4753,8231,57,23440,3,17,2,1,2
2021-12-15T00:00:00.000Z,9,153,138,81,17,49,45,1,3083,0.049626986701265,8269,7429,36,4754,8232,55,23440,1,15,2,1,2
2021-12-16T00:00:00.000Z,15,153,140,78,16,53,43,1,3083,0.049626986701265,8518,7442,34,4755,8233,54,23444,4,15,2,1,20
2021-12-17T00:00:00.000Z,17,155,145,80,16,55,42,2,3083,0.0502757054816737,6663,7605,38,4756,8235,53,23450,6,14,1,1,1
2021-12-18T00:00:00.000Z,13,159,157,78,15,60,40,2,3083,0.05157314304249108,6148,7591,0,4757,8237,49,23452,4,16,1,1,73
2021-12-19T00:00:00.000Z,11,163,150,81,21,57,41,1,3083,0.05287058060330847,9220,7829,35,4761,8238,49,23457,6,16,1,1,3
2021-12-20T00:00:00.000Z,17,169,149,79,21,61,40,2,3083,0.05481673694453455,7358,8648,34,4763,8240,47,23464,9,16,1,1,16
2021-12-21T00:00:00.000Z,8,157,147,78,20,53,37,0,3083,0.05092442426208239,7586,9400,34,4763,8240,43,23469,8,15,1,1,4
2021-12-22T00:00:00.000Z,14,161,145,76,21,58,37,0,3083,0.05222186182289977,7570,10178,34,4763,8240,44,23472,5,15,1,1,5
2021-12-23T00:00:00.000Z,26,175,151,80,21,62,38,1,3083,0.05676289328576063,8128,11009,34,4764,8241,47,23478,9,17,1,1,15
2021-12-24T00:00:00.000Z,27,178,163,85,18,64,37,1,3083,0.05773597145637367,6776,12115,34,4764,8242,44,23489,12,18,1,1,6
2021-12-25T00:00:00.000Z,17,180,176,89,20,65,36,0,3083,0.05838469023678235,6577,12443,34,4764,8242,43,23499,12,18,1,1,3
2021-12-26T00:00:00.000Z,21,198,168,93,21,77,37,1,3083,0.06422315926046059,9095,13336,34,4766,8243,46,23509,13,18,0,1,12
2021-12-27T00:00:00.000Z,31,204,174,82,22,80,36,2,3083,0.06616931560168667,8000,15529,34,4767,8245,44,23515,6,18,0,1,9
2021-12-28T00:00:00.000Z,36,208,184,85,25,87,38,0,3083,0.06746675316250406,8345,17540,34,4768,8245,47,23523,12,18,0,1,14
2021-12-29T00:00:00.000Z,31,214,193,89,23,94,38,2,3083,0.06941290950373014,8370,20375,34,4769,8247,45,23532,12,18,0,1,11
2021-12-30T00:00:00.000Z,41,231,211,91,19,113,38,0,3083,0.07492701913720402,8484,24091,34,4769,8247,44,23538,7,18,1,1,10
2021-12-31T00:00:00.000Z,40,254,218,97,25,121,37,0,3083,0.08238728511190399,6645,28403,34,4769,8247,43,23546,10,17,0,1,2
2022-01-01T00:00:00.000Z,37,256,247,103,20,124,37,2,3083,0.08303600389231268,6564,31545,34,4770,8249,44,23556,12,17,0,1,7
2022-01-02T00:00:00.000Z,57,300,253,113,21,154,34,2,3083,0.09730781706130393,9640,36251,34,4770,8251,46,23574,20,16,1,1,13
2022-01-03T00:00:00.000Z,70,326,282,111,23,174,35,3,3083,0.1057411612066169,8347,45703,34,4772,8254,44,23584,12,15,1,1,8
2022-01-04T00:00:00.000Z,98,375,321,117,28,217,39,1,3083,0.1216347713266299,8346,56483,34,4777,8255,48,23601,19,15,1,1,17
2022-01-05T00:00:00.000Z,100,425,351,133,33,233,38,3,3083,0.1378527408368472,8062,69961,34,4778,8258,51,23631,31,15,1,1,18
2022-01-06T00:00:00.000Z,83,428,345,136,35,229,41,1,3083,0.1388258190074603,8560,83254,34,4781,8259,54,23653,22,15,1,1,19
2022-01-07T00:00:00.000Z,17,345,345,143,40,162,42,0,3083,0.1119039896204995,2752,89394,34,4782,8259,56,23672,21,14,1,1,21
