date,cases,recovered,tests,positiveRate,positiveRatePCR,positiveRateAntigen,deaths,severe_new,medium_new,easy_new,countEasyStatus,countMediumStatus,countHardStatus,countBreath,countCriticalStatus,CountSeriousCriticalCum,new_hospitalized,CountBreathCum,countEcmo
2020-11-21,423,447,15106,2.8,2.8,,12,26,28,34,240,95,310,115,135,7559,47,1761,12
2020-11-22,763,996,31783,2.4,2.4,,16,35,23,56,252,97,305,113,132,7586,53,1764,11
2020-11-23,961,652,49121,1.96,1.96,,7,34,37,58,253,94,292,111,125,7613,63,1767,10
2020-11-24,859,541,55276,1.55,1.55,,5,22,24,41,234,85,281,108,125,7633,47,1771,9
2020-11-25,1082,839,56469,1.92,1.92,,5,35,23,58,242,82,293,108,121,7660,79,1774,9
2020-11-26,1086,922,49876,2.18,2.18,,9,29,32,47,250,85,281,108,114,7680,68,1781,8
2020-11-27,1033,681,46538,2.22,2.22,,7,31,21,26,233,74,280,107,114,7706,37,1788,8
2020-11-28,583,412,16177,3.6,3.6,,9,15,22,33,234,83,267,98,107,7720,48,1789,8
2020-11-29,1026,1101,36834,2.79,2.79,,10,37,25,66,270,86,276,95,106,7750,84,1790,9
2020-11-30,1257,729,55157,2.28,2.28,,6,32,31,70,279,86,271,88,103,7780,97,1792,8
2020-12-01,1200,697,58843,2.04,2.04,,10,53,32,60,283,89,280,81,100,7823,93,1795,7
2020-12-02,1589,834,67772,2.34,2.34,,5,48,49,61,263,106,292,85,99,7861,83,1803,7
2020-12-03,1450,1422,60980,2.38,2.38,,10,51,30,58,266,101,309,83,106,7904,91,1811,6
2020-12-04,1515,860,58879,2.57,2.57,,9,44,37,71,273,97,325,92,114,7942,102,1821,6
2020-12-05,1000,590,24306,4.11,4.11,,10,36,31,54,271,92,331,86,107,7971,76,1823,6
2020-12-06,1359,1389,39981,3.4,3.4,,8,41,32,65,289,95,344,83,116,8005,83,1828,5
2020-12-07,1863,907,63998,2.91,2.91,,7,43,55,62,284,103,337,84,113,8041,89,1831,5
2020-12-08,1771,892,67240,2.63,2.63,,12,31,49,68,280,120,327,89,114,8068,96,1842,5
2020-12-09,1869,1022,71326,2.62,2.62,,13,41,39,72,293,115,324,90,112,8103,104,1851,5
2020-12-10,2008,1431,73585,2.73,2.73,,13,42,54,80,299,133,322,95,111,8137,110,1862,5
2020-12-11,1835,1143,73671,2.49,2.49,,11,55,28,69,309,112,340,98,113,8187,106,1869,5
2020-12-12,1297,916,41059,3.16,3.16,,16,47,36,59,304,125,345,101,119,8224,87,1876,6
2020-12-13,1727,1892,48206,3.58,3.58,,9,69,48,79,336,141,381,99,116,8282,129,1886,6
2020-12-14,2322,1261,70622,3.29,3.29,,11,57,59,89,343,157,388,95,120,8333,145,1892,7
2020-12-15,2893,1198,80485,3.59,3.59,,15,59,70,73,339,177,395,97,119,8386,132,1905,6
2020-12-16,2860,1615,80715,3.54,3.54,,15,64,63,77,326,180,406,101,127,8442,120,1916,7
2020-12-17,2847,1940,76531,3.72,3.72,,17,77,49,95,344,164,432,105,130,8511,144,1924,6
2020-12-18,2793,1546,74000,3.77,3.77,,16,66,47,91,367,150,452,102,129,8567,128,1932,6
2020-12-19,1889,1080,59490,3.18,3.18,,20,68,45,83,371,152,465,111,144,8625,131,1947,6
2020-12-20,3096,2550,67137,4.61,4.61,,18,70,71,105,420,186,470,107,146,8684,151,1956,8
2020-12-21,3861,1550,88962,4.34,4.34,,16,77,76,89,404,199,487,110,151,8749,142,1965,7
2020-12-22,4380,1621,90048,4.86,4.86,,13,89,61,127,441,179,511,113,148,8824,174,1979,7
2020-12-23,4041,2014,93246,4.33,4.33,,25,83,87,102,421,210,515,116,148,8893,160,1992,7
2020-12-24,4049,2857,93690,4.32,4.32,,15,83,73,101,430,202,526,124,153,8963,154,2005,10
2020-12-25,4005,2390,82784,4.84,4.84,,21,91,68,115,432,202,552,136,174,9043,194,2026,11
2020-12-26,2660,1798,60679,4.38,4.38,,23,85,52,114,465,201,576,131,167,9116,154,2035,12
2020-12-27,3534,4189,68292,5.17,5.17,,21,99,98,121,498,243,611,146,184,9196,196,2056,12
2020-12-28,5525,2470,98066,5.63,5.63,,32,99,73,140,503,207,615,145,186,9285,182,2070,12
2020-12-29,5633,2380,97935,5.75,5.75,,25,109,77,149,515,197,640,156,200,9373,200,2091,12
2020-12-30,5871,3718,101501,5.78,5.78,,16,108,81,138,499,210,661,154,205,9466,185,2105,13
