date,cases,recovered,countEasyStatus,countMediumStatus,countHardStatus,countBreath,countCriticalStatus,countSeriousCriticalCum,newHospitalized,countBreathCum,countEcmo
2021-06-25,250,16,28,11,22,14,16,17702,3,3707,3
2021-06-26,132,15,31,11,23,15,17,17703,6,3708,3
2021-06-27,145,72,36,15,22,15,16,17704,9,3708,2
2021-06-28,289,57,40,10,20,15,16,17704,11,3708,2
2021-06-29,308,75,44,12,20,15,16,17704,11,3708,2
2021-06-30,377,93,39,11,22,12,13,17709,8,3708,2
2021-07-01,299,163,39,14,23,13,15,17709,5,3709,2
2021-07-02,398,136,41,13,25,13,14,17712,8,3709,2
2021-07-03,189,96,44,14,27,13,14,17716,10,3710,2
2021-07-04,353,286,49,17,28,13,14,17720,14,3710,2
2021-07-05,504,194,55,16,32,13,15,17725,16,3711,2
2021-07-06,571,174,65,14,35,14,15,17732,19,3712,3
2021-07-07,533,243,62,13,41,14,16,17740,13,3713,2
2021-07-08,476,326,62,17,41,12,15,17747,12,3714,2
2021-07-09,545,247,61,16,39,12,16,17751,11,3714,2
2021-07-10,262,132,60,19,39,12,15,17755,9,3715,2
2021-07-11,443,423,66,16,48,13,17,17765,20,3716,2
2021-07-12,770,280,85,11,49,11,15,17771,26,3716,2
2021-07-13,750,326,87,16,45,12,14,17777,22,3718,2
2021-07-14,772,448,87,22,51,15,16,17786,24,3720,2
2021-07-15,891,561,96,27,55,15,16,17796,30,3720,2
2021-07-16,1152,469,96,32,49,15,18,17801,24,3720,2
2021-07-17,444,200,95,28,58,16,18,17813,16,3722,2
2021-07-18,838,642,104,34,66,13,18,17830,35,3722,2
2021-07-19,1415,444,109,39,61,11,16,17838,34,3722,2
2021-07-20,1416,376,134,36,62,10,17,17848,52,3723,2
2021-07-21,1391,641,145,26,67,13,18,17860,35,3727,2
2021-07-22,1290,778,152,29,76,16,22,17877,51,3730,2
2021-07-23,1442,696,152,24,87,17,22,17898,41,3733,1
2021-07-24,972,405,144,32,89,16,21,17914,26,3734,1
2021-07-25,1453,1302,170,45,97,17,22,17932,60,3737,2
2021-07-26,2134,833,179,41,122,24,32,17965,77,3745,3
2021-07-27,2309,898,188,39,154,24,32,18007,62,3747,3
2021-07-28,2205,1149,204,47,150,27,32,18029,64,3753,4
2021-07-29,2180,1354,221,44,155,24,29,18058,78,3754,3
2021-07-30,2474,1227,195,45,178,25,33,18094,64,3757,4
2021-07-31,2104,582,212,55,197,28,35,18129,72,3761,5
2021-08-01,2125,1904,265,73,196,31,36,18154,98,3767,6
2021-08-02,3861,1110,258,81,213,40,44,18195,98,3777,6
2021-08-03,3311,1251,265,94,229,47,54,18242,111,3787,6
2021-08-04,3509,1838,275,87,237,46,58,18289,92,3791,6
2021-08-05,3886,2255,298,92,259,47,62,18343,130,3798,6
2021-08-06,3888,1901,315,80,276,50,65,18393,148,3804,8
2021-08-07,2935,1007,298,85,330,47,66,18466,118,3809,9
2021-08-08,3445,3255,316,109,375,49,73,18547,151,3816,9
2021-08-09,6379,2001,328,102,391,56,89,18614,144,3828,10
2021-08-10,5859,2348,345,120,403,58,85,18683,156,3837,10
2021-08-11,6026,3247,373,138,415,60,87,18753,165,3843,10
2021-08-12,6149,3620,362,140,454,65,91,18825,180,3857,10
2021-08-13,5975,3236,353,127,484,73,98,18919,168,3870,12
2021-08-14,4232,1567,372,137,506,78,110,18999,176,3885,12
2021-08-15,5195,5057,415,169,550,84,120,19099,196,3901,13
2021-08-16,8793,3411,401,161,543,87,122,19178,202,3912,14
2021-08-17,7990,3311,414,168,574,94,129,19274,206,3923,16
2021-08-18,8036,5270,415,162,607,95,144,19368,192,3934,18
2021-08-19,7839,5831,416,159,606,92,140,19439,188,3944,16
2021-08-20,7903,5449,411,159,617,89,144,19529,225,3951,17
2021-08-21,5414,2711,405,153,663,98,152,19621,179,3964,21
2021-08-22,6592,8163,448,193,699,103,155,19714,229,3979,21
2021-08-23,10111,4973,427,188,704,114,162,19821,214,3997,22
2021-08-24,10084,4873,416,175,704,116,164,19913,191,4012,19
2021-08-25,9244,7690,404,170,711,127,182,20014,211,4026,18
2021-08-26,9123,8545,392,163,705,126,175,20105,210,4038,17
2021-08-27,8698,7873,399,153,707,138,179,20198,208,4057,18
2021-08-28,7279,3925,391,171,703,133,182,20271,181,4067,17
2021-08-29,6791,10648,434,187,766,140,186,20366,228,4082,18
2021-08-30,11155,6861,415,174,760,146,199,20458,217,4104,17
2021-08-31,10447,6335,400,173,720,157,205,20545,196,4134,19
2021-09-01,11301,9281,457,168,700,147,207,20633,198,4142,21
2021-09-02,11343,10501,430,175,681,144,199,20705,180,4152,23
2021-09-03,9912,9278,420,168,669,139,189,20780,214,4164,23
2021-09-04,5064,5158,418,185,673,149,202,20845,166,4180,24
2021-09-05,5867,12338,433,187,692,153,206,20917,200,4196,23
2021-09-06,10869,9131,422,166,658,151,211,20970,154,4204,24
2021-09-07,6865,4897,388,147,650,159,222,21040,139,4217,25
2021-09-08,3320,5828,425,151,667,167,228,21097,156,4236,24
2021-09-09,7958,13116,487,177,677,168,235,21161,212,4249,28
2021-09-10,9898,11398,418,154,680,170,244,21241,190,4261,29
2021-09-11,10291,5763,418,152,686,173,243,21307,146,4270,30
2021-09-12,7808,12701,489,193,707,176,243,21389,212,4290,30
2021-09-13,10953,7650,443,181,683,186,248,21456,165,4307,32
2021-09-14,9856,6812,438,199,674,192,252,21534,197,4325,35
2021-09-15,8865,9998,382,172,663,188,239,21601,149,4336,34
2021-09-16,3286,3809,371,144,644,183,233,21656,136,4346,33
2021-09-17,5025,6844,468,167,678,192,240,21718,232,4364,37
2021-09-18,8619,3727,419,169,712,191,244,21816,161,4373,40
2021-09-19,6555,15870,483,174,730,191,244,21891,180,4385,40
2021-09-20,8828,10699,401,146,708,183,249,21969,150,4394,40
2021-09-21,4826,4121,365,127,703,187,255,22048,150,4405,41
