instituteDesc,occupancy,occupancyDate,occupancyAvg,occupancyAvgLastYear,gOccupancy,gOccupancyAvg,gOccupancyAvgLastYear
רבין ק. בילינסון,97.4,2021-12-09T00:00:00.000Z,102.4,91.8,86.3,87.6,83.6
מעייני הישועה,89.3,2021-12-09T00:00:00.000Z,93.4,87.8,120.6,119.6,111.6
אסותא אשדוד,157.6,2021-12-09T00:00:00.000Z,146.2,175.1,148.5,139.9,146.5
שמואל הרופא,69.4,2021-12-09T00:00:00.000Z,80.2,71,83,82.7,76.1
כלל המוסדות,86.7,2021-12-09T00:00:00.000Z,92.3,79.2,85.4,86.5,81.4
"רמב""ם",88.4,2021-12-10T00:00:00.000Z,96,82.8,80.2,89.5,91.3
רבין ק. בילינסון,94.3,2021-12-10T00:00:00.000Z,102.9,91.4,79.4,88,83.4
מעייני הישועה,85.7,2021-12-10T00:00:00.000Z,91.1,87.5,117.4,118.8,109.8
אסותא אשדוד,145.8,2021-12-10T00:00:00.000Z,147.2,174.6,125.6,140.3,146.2
שמואל הרופא,75,2021-12-10T00:00:00.000Z,79,73,80.6,83,77.3
כלל המוסדות,88.9,2021-12-10T00:00:00.000Z,92.3,79.1,78.3,86.8,81.3
"רמב""ם",98.5,2021-12-11T00:00:00.000Z,94.2,83.8,87.9,89.4,91.6
רבין ק. בילינסון,107.9,2021-12-11T00:00:00.000Z,102.8,91.6,87.6,88,83.2
מעייני הישועה,82.1,2021-12-11T00:00:00.000Z,90.8,87.8,110.4,119.1,108.7
אסותא אשדוד,140.7,2021-12-11T00:00:00.000Z,146.7,175.3,119.8,139.6,147
שמואל הרופא,80.6,2021-12-11T00:00:00.000Z,79,75,82.4,83.1,78.3
כלל המוסדות,97.7,2021-12-11T00:00:00.000Z,92.5,79.2,84.2,86.9,81.3
"רמב""ם",97.5,2021-12-12T00:00:00.000Z,93.9,85.1,92.9,89.7,92.3
רבין ק. בילינסון,108.4,2021-12-12T00:00:00.000Z,103.5,91.3,92.8,88.1,83.3
מעייני הישועה,96.4,2021-12-12T00:00:00.000Z,90.3,87.8,124.1,118.9,107.9
אסותא אשדוד,161,2021-12-12T00:00:00.000Z,147.7,174.6,146.8,139.8,145.1
שמואל הרופא,83.3,2021-12-12T00:00:00.000Z,79.8,76.6,83.3,83.2,79.2
כלל המוסדות,98.1,2021-12-12T00:00:00.000Z,92.7,79.2,91.3,87,81.4
"רמב""ם",100,2021-12-13T00:00:00.000Z,93.8,86,97.5,89.6,92.7
רבין ק. בילינסון,106.6,2021-12-13T00:00:00.000Z,103.2,91.9,94.2,88.2,83.7
מעייני הישועה,83.9,2021-12-13T00:00:00.000Z,90.1,87.5,130.7,118.6,106.6
אסותא אשדוד,159.3,2021-12-13T00:00:00.000Z,149.4,173.6,161.8,140.4,143.7
שמואל הרופא,88.9,2021-12-13T00:00:00.000Z,80.6,77.8,83.9,83.3,80
כלל המוסדות,97.2,2021-12-13T00:00:00.000Z,92.9,79.4,93.1,87.3,81.4
"רמב""ם",101,2021-12-14T00:00:00.000Z,94.1,86.9,96.8,90.3,93.4
רבין ק. בילינסון,106.2,2021-12-14T00:00:00.000Z,102.8,92.8,94.3,88.6,84
מעייני הישועה,101.8,2021-12-14T00:00:00.000Z,88.8,88.8,129.4,120.3,105.7
אסותא אשדוד,149.2,2021-12-14T00:00:00.000Z,150.6,173.8,158.7,143.1,142.7
שמואל הרופא,86.1,2021-12-14T00:00:00.000Z,81.3,80.2,83.6,83.2,80.7
כלל המוסדות,97,2021-12-14T00:00:00.000Z,93.3,79.6,93.9,87.7,81.5
"רמב""ם",98.5,2021-12-15T00:00:00.000Z,94.8,87.8,91.9,90.8,94
רבין ק. בילינסון,105.3,2021-12-15T00:00:00.000Z,103.1,91.8,93.1,89.3,83.8
מעייני הישועה,107.1,2021-12-15T00:00:00.000Z,89.5,89.5,135.4,122.3,105.6
אסותא אשדוד,149.2,2021-12-15T00:00:00.000Z,151.1,173.6,157.7,145,141.8
שמואל הרופא,83.3,2021-12-15T00:00:00.000Z,81,82.5,83.3,83,81.1
כלל המוסדות,94.8,2021-12-15T00:00:00.000Z,93.8,79.7,91,88.1,81.6
"רמב""ם",95.5,2021-12-16T00:00:00.000Z,95.9,87.7,90.6,90.6,93.9
רבין ק. בילינסון,86.8,2021-12-16T00:00:00.000Z,103.7,90.7,80.9,89.7,82.8
מעייני הישועה,107.1,2021-12-16T00:00:00.000Z,92.3,87.8,126.3,124,105.2
אסותא אשדוד,152.5,2021-12-16T00:00:00.000Z,151.8,173.6,153.2,145.5,139.8
שמואל הרופא,80.6,2021-12-16T00:00:00.000Z,81,82.9,82.1,82.9,81
כלל המוסדות,86.6,2021-12-16T00:00:00.000Z,94.3,79.6,86.5,88.2,81.5
"רמב""ם",103.5,2021-12-17T00:00:00.000Z,97,88.2,84.2,91.1,94
רבין ק. בילינסון,83.7,2021-12-17T00:00:00.000Z,102.2,90.6,75.1,88.9,82.1
מעייני הישועה,107.1,2021-12-17T00:00:00.000Z,94.9,88.3,113.6,124.8,106.6
אסותא אשדוד,137.3,2021-12-17T00:00:00.000Z,151.1,173.1,120.1,146.2,139.1
שמואל הרופא,77.8,2021-12-17T00:00:00.000Z,82.5,82.9,81.8,82.7,80.2
כלל המוסדות,87.3,2021-12-17T00:00:00.000Z,94.3,79.8,78.8,88.3,81.5
"רמב""ם",105.6,2021-12-18T00:00:00.000Z,99.2,88.5,91.1,91.7,94.6
רבין ק. בילינסון,93.4,2021-12-18T00:00:00.000Z,100.7,90.2,82.1,88.3,81.4
מעייני הישועה,98.2,2021-12-18T00:00:00.000Z,98,89.8,113.9,124.3,107.6
אסותא אשדוד,133.9,2021-12-18T00:00:00.000Z,149.9,171.2,109.2,145.4,138.5
שמואל הרופא,88.9,2021-12-18T00:00:00.000Z,82.9,82.5,84.2,82.9,79.5
כלל המוסדות,95.3,2021-12-18T00:00:00.000Z,94.1,79.9,84,88.4,81.5
"רמב""ם",103,2021-12-19T00:00:00.000Z,100.2,87.9,94.2,92.2,94.4
רבין ק. בילינסון,101.3,2021-12-19T00:00:00.000Z,98.6,89.9,88.3,87.5,80.7
מעייני הישועה,107.1,2021-12-19T00:00:00.000Z,100.3,91.3,126.6,124.8,107.9
אסותא אשדוד,149.2,2021-12-19T00:00:00.000Z,148.9,169,140.6,143.9,139.7
שמואל הרופא,102.8,2021-12-19T00:00:00.000Z,84.1,82.5,85.9,83.2,78.6
כלל המוסדות,96.2,2021-12-19T00:00:00.000Z,93.8,79.9,91.2,88.4,81.5
"רמב""ם",105.6,2021-12-20T00:00:00.000Z,101,87.2,93.6,92.3,94.6
רבין ק. בילינסון,96.5,2021-12-20T00:00:00.000Z,97.6,89.1,87.4,86.9,79.9
מעייני הישועה,100,2021-12-20T00:00:00.000Z,101.8,93.1,121.2,125.1,108.3
אסותא אשדוד,152.5,2021-12-20T00:00:00.000Z,147.2,168.3,148.1,143.1,140.6
שמואל הרופא,100,2021-12-20T00:00:00.000Z,86.9,82.9,86.8,83.5,77.7
כלל המוסדות,91.6,2021-12-20T00:00:00.000Z,93.5,80.2,90.9,88.4,81.6
"רמב""ם",100.5,2021-12-21T00:00:00.000Z,101.8,86.7,90.9,91.8,94.4
רבין ק. בילינסון,100,2021-12-21T00:00:00.000Z,96.2,88.8,90.8,85.9,79.2
מעייני הישועה,101.8,2021-12-21T00:00:00.000Z,104.1,94.4,126.3,123.8,108.9
אסותא אשדוד,147.5,2021-12-21T00:00:00.000Z,146.2,167.6,144.7,141.1,141.8
שמואל הרופא,97.2,2021-12-21T00:00:00.000Z,88.5,82.5,85.9,84,76.6
כלל המוסדות,90,2021-12-21T00:00:00.000Z,92.7,80.2,90.8,88,81.7
"רמב""ם",101.5,2021-12-22T00:00:00.000Z,101.7,86.9,95.1,90.9,94.2
רבין ק. בילינסון,98.2,2021-12-22T00:00:00.000Z,95.3,88.6,90.3,85.4,78.9
מעייני הישועה,108.9,2021-12-22T00:00:00.000Z,104.1,95.9,132,123.3,109.5
אסותא אשדוד,162.7,2021-12-22T00:00:00.000Z,146,166.8,134.1,139.1,140.6
שמואל הרופא,94.4,2021-12-22T00:00:00.000Z,90.1,82.1,86.2,84.3,75.7
כלל המוסדות,89.2,2021-12-22T00:00:00.000Z,91.7,80.4,90.3,87.6,81.7
"רמב""ם",97,2021-12-23T00:00:00.000Z,102.2,87.4,85.2,91.4,94.3
רבין ק. בילינסון,83.7,2021-12-23T00:00:00.000Z,94.3,89,80.5,85,79.4
מעייני הישועה,105.4,2021-12-23T00:00:00.000Z,104.3,97.4,131,122.8,110
אסותא אשדוד,155.9,2021-12-23T00:00:00.000Z,147.9,165.9,132.1,135.7,141.1
שמואל הרופא,91.7,2021-12-23T00:00:00.000Z,91.7,82.1,84.8,84.7,75
כלל המוסדות,86.1,2021-12-23T00:00:00.000Z,90.9,80.6,84.8,87.5,82
"רמב""ם",101.5,2021-12-24T00:00:00.000Z,102.4,87.5,80.1,90.6,94
רבין ק. בילינסון,89.4,2021-12-24T00:00:00.000Z,93.8,89,78.2,84.9,79.9
מעייני הישועה,101.8,2021-12-24T00:00:00.000Z,104.1,98.7,126.3,123.5,109.8
אסותא אשדוד,147.5,2021-12-24T00:00:00.000Z,148.4,167.3,113.7,132.7,141
שמואל הרופא,80.6,2021-12-24T00:00:00.000Z,93.3,82.1,84.2,85.1,74.5
כלל המוסדות,88.6,2021-12-24T00:00:00.000Z,90.8,80.6,78.1,87.3,82.2
"רמב""ם",107.1,2021-12-25T00:00:00.000Z,102.1,87.1,85.6,90,93.2
רבין ק. בילינסון,105.7,2021-12-25T00:00:00.000Z,94.7,89.6,85.3,85.4,81
מעייני הישועה,105.4,2021-12-25T00:00:00.000Z,103.3,98.7,120.6,125.3,109.9
אסותא אשדוד,140.7,2021-12-25T00:00:00.000Z,149.9,167.8,107.2,131.8,141.4
שמואל הרופא,80.6,2021-12-25T00:00:00.000Z,93.7,81.3,85.6,85.4,73.7
כלל המוסדות,99,2021-12-25T00:00:00.000Z,91,80.6,84.3,87.2,82.3
"רמב""ם",99.5,2021-12-26T00:00:00.000Z,102.3,86.1,90.4,89.2,92.9
רבין ק. בילינסון,113.2,2021-12-26T00:00:00.000Z,96.4,90.7,91.2,85.8,82.1
מעייני הישועה,139.3,2021-12-26T00:00:00.000Z,104.3,99.2,131.6,126.3,110
אסותא אשדוד,157.6,2021-12-26T00:00:00.000Z,150.8,168.3,135.2,131.5,141.9
שמואל הרופא,80.6,2021-12-26T00:00:00.000Z,92.5,81,86.5,85.6,72.7
כלל המוסדות,98.1,2021-12-26T00:00:00.000Z,91.5,80.6,90.7,87.2,82.4
"רמב""ם",100,2021-12-27T00:00:00.000Z,101.8,85.4,91.1,88.7,92.9
רבין ק. בילינסון,110.1,2021-12-27T00:00:00.000Z,98.1,91.3,93.8,86.2,82.7
מעייני הישועה,128.6,2021-12-27T00:00:00.000Z,108.9,99,131,127,109.9
אסותא אשדוד,155.9,2021-12-27T00:00:00.000Z,152.1,167.8,141.6,130.7,141.2
שמואל הרופא,88.9,2021-12-27T00:00:00.000Z,89.3,80.2,88,85.7,71.7
כלל המוסדות,97.4,2021-12-27T00:00:00.000Z,91.8,80.3,92,87.1,82.5
"רמב""ם",102.5,2021-12-28T00:00:00.000Z,101,84.6,93.3,88.3,93
רבין ק. בילינסון,111.5,2021-12-28T00:00:00.000Z,100.1,91.6,95.1,87.2,83.1
מעייני הישועה,114.3,2021-12-28T00:00:00.000Z,113,98.2,133.2,128.4,109.8
אסותא אשדוד,149.2,2021-12-28T00:00:00.000Z,152.5,167.8,144,129.8,139
שמואל הרופא,91.7,2021-12-28T00:00:00.000Z,87.7,80.2,85,85.9,71
כלל המוסדות,95.1,2021-12-28T00:00:00.000Z,92.6,80.1,92.1,87.3,82.5
"רמב""ם",101,2021-12-29T00:00:00.000Z,101.3,83.3,96.5,88.7,92.7
רבין ק. בילינסון,108.4,2021-12-29T00:00:00.000Z,101.7,91.8,95.4,87.8,83.1
מעייני הישועה,116.1,2021-12-29T00:00:00.000Z,114.8,97.7,125.6,129.4,110
אסותא אשדוד,157.6,2021-12-29T00:00:00.000Z,152.8,168,138.2,129.7,139.8
שמואל הרופא,100,2021-12-29T00:00:00.000Z,86.9,79.8,86.2,85.8,70.3
כלל המוסדות,94.1,2021-12-29T00:00:00.000Z,93.4,79.6,91.4,87.5,82.5
רבין ק. בילינסון,99.1,2021-12-30T00:00:00.000Z,103.1,91.1,86.4,88.5,82.5
מעייני הישועה,112.5,2021-12-30T00:00:00.000Z,115.8,99,128.2,128.5,110.7
אסותא אשדוד,154.2,2021-12-30T00:00:00.000Z,152.1,167.6,133.4,130.3,138.7
שמואל הרופא,94.4,2021-12-30T00:00:00.000Z,87.7,79.8,83.9,85.8,69.7
כלל המוסדות,90.3,2021-12-30T00:00:00.000Z,94.1,79,87,87.6,82.2
רבין ק. בילינסון,98.2,2021-12-31T00:00:00.000Z,105.3,90.4,81.4,89.3,81.5
מעייני הישועה,108.9,2021-12-31T00:00:00.000Z,116.8,98.7,119.3,128.1,111.3
אסותא אשדוד,157.6,2021-12-31T00:00:00.000Z,151.8,165.1,118.1,130.5,137.9
שמואל הרופא,94.4,2021-12-31T00:00:00.000Z,88.1,79,83,85.6,69.3
כלל המוסדות,93,2021-12-31T00:00:00.000Z,94.7,78.4,80.2,87.9,81.8
רבין ק. בילינסון,107,2022-01-01T00:00:00.000Z,106.6,90.1,94.9,89.8,80.7
מעייני הישועה,116.1,2022-01-01T00:00:00.000Z,117.9,100.3,121.2,127.1,112.7
אסותא אשדוד,139,2022-01-01T00:00:00.000Z,153.3,163.9,109.2,131.1,135.5
שמואל הרופא,105.6,2022-01-01T00:00:00.000Z,90.1,77.4,105,85.5,69.3
כלל המוסדות,98.2,2022-01-01T00:00:00.000Z,95.3,77.9,88.8,88.3,81.5
רבין ק. בילינסון,111.5,2022-01-02T00:00:00.000Z,106.8,88.9,99.9,91.2,80.4
מעייני הישועה,130.4,2022-01-02T00:00:00.000Z,119.4,99.7,133.9,127.2,113.9
אסותא אשדוד,159.3,2022-01-02T00:00:00.000Z,153,163.2,141,131.4,133.6
שמואל הרופא,100,2022-01-02T00:00:00.000Z,93.7,77,104.7,88.2,69.9
כלל המוסדות,100,2022-01-02T00:00:00.000Z,95.2,77.3,96.3,88.9,82
רבין ק. בילינסון,100.9,2022-01-03T00:00:00.000Z,106.5,88.4,99.5,92.4,80.7
מעייני הישועה,125,2022-01-03T00:00:00.000Z,118.1,99.7,133.9,127.5,115.1
אסותא אשדוד,154.2,2022-01-03T00:00:00.000Z,153.3,162,146.4,132.2,133.9
שמואל הרופא,105.6,2022-01-03T00:00:00.000Z,96.4,76.2,104.4,90.8,70.5
כלל המוסדות,97,2022-01-03T00:00:00.000Z,95.4,77,97.9,89.7,82.7
רבין ק. בילינסון,97.8,2022-01-04T00:00:00.000Z,105.2,87.2,98.3,93.2,81.2
מעייני הישועה,125,2022-01-04T00:00:00.000Z,117.6,100.8,136.4,127.9,115.5
אסותא אשדוד,166.1,2022-01-04T00:00:00.000Z,153,159.1,151.2,132.9,135.3
שמואל הרופא,94.4,2022-01-04T00:00:00.000Z,98.8,76.2,103.2,93.2,71
כלל המוסדות,93.6,2022-01-04T00:00:00.000Z,95.4,76.7,97.9,90.5,83.5
רבין ק. בילינסון,98.2,2022-01-05T00:00:00.000Z,103.3,85.8,100.2,93.7,82.1
מעייני הישועה,125,2022-01-05T00:00:00.000Z,119.1,101.3,133.5,128.3,115.7
אסותא אשדוד,155.9,2022-01-05T00:00:00.000Z,155.4,158.6,141,133.9,136.7
שמואל הרופא,100,2022-01-05T00:00:00.000Z,99.2,77,102.9,95.8,71.8
כלל המוסדות,89.5,2022-01-05T00:00:00.000Z,95.2,76.6,96.1,91.4,84.3
רבין ק. בילינסון,100,2022-01-06T00:00:00.000Z,101.8,84.6,96.8,94.4,83.7
מעייני הישועה,119.6,2022-01-06T00:00:00.000Z,120.4,100.5,131.3,129.5,116.5
אסותא אשדוד,164.4,2022-01-06T00:00:00.000Z,155.2,158.6,141.6,134.3,138.4
שמואל הרופא,100,2022-01-06T00:00:00.000Z,99.2,77,100.6,98.2,72.7
כלל המוסדות,86.5,2022-01-06T00:00:00.000Z,94.5,76.8,92.1,92,85.3
רבין ק. בילינסון,96,2022-01-07T00:00:00.000Z,102,83.8,90.7,95.9,86.2
מעייני הישועה,92.9,2022-01-07T00:00:00.000Z,121.4,98.7,123.7,129.9,116.5
אסותא אשדוד,147.5,2022-01-07T00:00:00.000Z,156.7,159.1,127,135.5,139.7
שמואל הרופא,88.9,2022-01-07T00:00:00.000Z,100,76.6,99.1,100.5,73.2
כלל המוסדות,86.5,2022-01-07T00:00:00.000Z,94,76.7,82.1,92.8,86.2
רבין ק. בילינסון,104.4,2022-01-08T00:00:00.000Z,101.6,81.8,97,97.2,87.6
מעייני הישועה,92.9,2022-01-08T00:00:00.000Z,119.1,95.9,116.8,130.6,114.5
אסותא אשדוד,140.7,2022-01-08T00:00:00.000Z,155.2,156.9,116.4,136.8,140.8
שמואל הרופא,88.9,2022-01-08T00:00:00.000Z,99.2,77.8,101.5,102.8,73.3
כלל המוסדות,95.3,2022-01-08T00:00:00.000Z,93,76.5,89.4,93,87.1
רבין ק. בילינסון,98.2,2022-01-09T00:00:00.000Z,101.3,80.5,97.3,97.5,87.9
מעייני הישועה,100,2022-01-09T00:00:00.000Z,115.8,94.1,126.9,129.9,113.9
אסותא אשדוד,172.9,2022-01-09T00:00:00.000Z,155.4,156.7,142,137.8,141.5
שמואל הרופא,72.2,2022-01-09T00:00:00.000Z,96.8,77.8,100,102.3,73
כלל המוסדות,93,2022-01-09T00:00:00.000Z,92.6,75.9,95.3,93.1,87.2
רבין ק. בילינסון,93.4,2022-01-10T00:00:00.000Z,99.4,79.1,95.7,97.1,88.3
מעייני הישועה,94.6,2022-01-10T00:00:00.000Z,111.5,92.3,123.1,128.9,113.2
אסותא אשדוד,159.3,2022-01-10T00:00:00.000Z,157.4,156.2,145.7,137.9,140.4
שמואל הרופא,16.7,2022-01-10T00:00:00.000Z,92.9,77.8,97.1,101.7,72.9
כלל המוסדות,87.7,2022-01-10T00:00:00.000Z,91.6,75.1,94.4,93,87.1
רבין ק. בילינסון,93.4,2022-01-11T00:00:00.000Z,98.3,78.2,95.2,96.6,88.9
מעייני הישועה,91.1,2022-01-11T00:00:00.000Z,107.1,88.3,119.6,127.4,112.5
אסותא אשדוד,159.3,2022-01-11T00:00:00.000Z,158.1,155.9,146.4,137.8,138.7
שמואל הרופא,5.6,2022-01-11T00:00:00.000Z,80.2,77.8,91.2,100.6,72.8
כלל המוסדות,85.1,2022-01-11T00:00:00.000Z,90.3,74.4,93.6,92.5,86.9
רבין ק. בילינסון,81.9,2022-01-12T00:00:00.000Z,97.7,77.5,92.1,96.1,89
מעייני הישועה,92.9,2022-01-12T00:00:00.000Z,102.3,82.1,118.4,125,111.9
אסותא אשדוד,159.3,2022-01-12T00:00:00.000Z,157.1,153.8,143,137.2,136.6
שמואל הרופא,5.6,2022-01-12T00:00:00.000Z,67.5,77.4,90.9,98.9,72.5
כלל המוסדות,80.7,2022-01-12T00:00:00.000Z,89.1,73.6,91.5,91.9,86.9
רבין ק. בילינסון,78.4,2022-01-13T00:00:00.000Z,95.3,77.2,88.3,95,89
מעייני הישועה,92.9,2022-01-13T00:00:00.000Z,97.7,77.6,117.7,122.8,110.5
אסותא אשדוד,144.1,2022-01-13T00:00:00.000Z,157.6,152.3,133.4,137.4,135.5
שמואל הרופא,5.6,2022-01-13T00:00:00.000Z,54,77.4,85.9,97.2,72.1
כלל המוסדות,75.3,2022-01-13T00:00:00.000Z,87.8,72.7,86.3,91.2,86.7
רבין ק. בילינסון,77.1,2022-01-14T00:00:00.000Z,92.3,76.5,80.5,93.8,88.4
מעייני הישועה,87.5,2022-01-14T00:00:00.000Z,93.9,76,106,120.9,109.9
אסותא אשדוד,125.4,2022-01-14T00:00:00.000Z,154.7,151.3,113,136.3,135.7
שמואל הרופא,5.6,2022-01-14T00:00:00.000Z,40.5,78.2,82.1,95.1,72
כלל המוסדות,75.4,2022-01-14T00:00:00.000Z,86.2,72.4,78.7,90.4,86.9
רבין ק. בילינסון,84.6,2022-01-15T00:00:00.000Z,89.6,75.8,87.6,92.3,88.1
מעייני הישועה,92.9,2022-01-15T00:00:00.000Z,93.1,75.5,100,118.4,110.4
אסותא אשדוד,122,2022-01-15T00:00:00.000Z,151.6,152.5,107.8,134.3,136.4
שמואל הרופא,5.6,2022-01-15T00:00:00.000Z,28.6,77.8,83,92.7,72.1
כלל המוסדות,80.8,2022-01-15T00:00:00.000Z,84.6,72.2,83.6,89.9,87
רבין ק. בילינסון,75.8,2022-01-16T00:00:00.000Z,86.7,75.5,91.3,91,88.4
מעייני הישועה,107.1,2022-01-16T00:00:00.000Z,93.1,75.5,123.4,116,109.9
אסותא אשדוד,118.6,2022-01-16T00:00:00.000Z,148.9,153.5,121.5,133.1,136
שמואל הרופא,5.6,2022-01-16T00:00:00.000Z,16.7,77.8,81.2,90,72.6
כלל המוסדות,76.7,2022-01-16T00:00:00.000Z,82.6,72.3,89.3,89.1,87.3
רבין ק. בילינסון,72.7,2022-01-17T00:00:00.000Z,83.5,74.6,93.8,90.1,88.5
מעייני הישועה,108.9,2022-01-17T00:00:00.000Z,94.1,74,131,115.5,109.1
אסותא אשדוד,120.3,2022-01-17T00:00:00.000Z,141.2,154.7,130,130.1,136.8
שמואל הרופא,5.6,2022-01-17T00:00:00.000Z,7.1,78.6,80.6,87.3,73.1
כלל המוסדות,73.8,2022-01-17T00:00:00.000Z,80.2,72.4,88.7,88.2,87.5
רבין ק. בילינסון,75.3,2022-01-18T00:00:00.000Z,80.6,73.5,97.3,89.8,88.6
מעייני הישועה,107.1,2022-01-18T00:00:00.000Z,96.2,74,129.4,116.6,109.8
אסותא אשדוד,94.9,2022-01-18T00:00:00.000Z,135.6,157.1,98,127.9,138.5
שמואל הרופא,5.6,2022-01-18T00:00:00.000Z,5.6,79,75.7,85,73.6
כלל המוסדות,71.3,2022-01-18T00:00:00.000Z,78.3,72,88.2,87.4,87.4
רבין ק. בילינסון,71.8,2022-01-19T00:00:00.000Z,78,71.9,91.9,90.1,88.3
מעייני הישועה,103.6,2022-01-19T00:00:00.000Z,98.5,76,128.5,118,110.4
אסותא אשדוד,108.5,2022-01-19T00:00:00.000Z,126.4,159.8,135.8,121,138.2
שמואל הרופא,5.6,2022-01-19T00:00:00.000Z,5.6,78.2,71.8,82.8,73.9
כלל המוסדות,66.7,2022-01-19T00:00:00.000Z,76.3,71.3,87.6,86.6,87.1
רבין ק. בילינסון,67,2022-01-20T00:00:00.000Z,76.5,70,85.3,90.1,87.6
מעייני הישועה,107.1,2022-01-20T00:00:00.000Z,100,76.3,119.9,119.4,111.2
אסותא אשדוד,111.9,2022-01-20T00:00:00.000Z,119.1,162.7,136.2,119.9,136.9
שמואל הרופא,5.6,2022-01-20T00:00:00.000Z,5.6,76.2,71.3,80.1,74.2
כלל המוסדות,63.8,2022-01-20T00:00:00.000Z,74.3,70.5,83.3,86.1,86.8
רבין ק. בילינסון,64.8,2022-01-21T00:00:00.000Z,74.9,68.7,81.5,89.7,86.8
מעייני הישועה,85.7,2022-01-21T00:00:00.000Z,102,76,103.8,119.8,111.1
אסותא אשדוד,98.3,2022-01-21T00:00:00.000Z,114.5,163.7,111.9,120.3,135.2
שמואל הרופא,5.6,2022-01-21T00:00:00.000Z,5.6,74.2,68.6,78,74.3
כלל המוסדות,64.3,2022-01-21T00:00:00.000Z,72.6,69.4,77.7,85.6,86.3
רבין ק. בילינסון,73.1,2022-01-22T00:00:00.000Z,73.1,68.3,88.2,89.8,86
מעייני הישועה,80.4,2022-01-22T00:00:00.000Z,101.8,75.8,98.7,119.4,111
אסותא אשדוד,96.6,2022-01-22T00:00:00.000Z,110.7,163.9,110.6,120.2,133.7
שמואל הרופא,5.6,2022-01-22T00:00:00.000Z,5.6,72.6,70.4,76,74.2
כלל המוסדות,68.5,2022-01-22T00:00:00.000Z,71.1,68.6,80.9,85.5,85.8
רבין ק. בילינסון,77.1,2022-01-23T00:00:00.000Z,71.5,67.2,93.3,89.9,85.5
מעייני הישועה,87.5,2022-01-23T00:00:00.000Z,100,73.5,109.8,119.3,111.5
אסותא אשדוד,111.9,2022-01-23T00:00:00.000Z,107,162.7,124.9,120.6,133.6
שמואל הרופא,5.6,2022-01-23T00:00:00.000Z,5.6,71,74.2,74.2,73.9
כלל המוסדות,71.9,2022-01-23T00:00:00.000Z,69.3,67.7,88.4,85.1,85.5
רבין ק. בילינסון,77.1,2022-01-24T00:00:00.000Z,71.7,67.3,92.6,90.2,84.9
מעייני הישועה,76.8,2022-01-24T00:00:00.000Z,97.2,72.4,117.1,117.3,112.6
אסותא אשדוד,115.3,2022-01-24T00:00:00.000Z,106.1,162,124.6,121.1,133.8
שמואל הרופא,5.6,2022-01-24T00:00:00.000Z,5.6,69.4,76.8,73.2,73.5
כלל המוסדות,69.3,2022-01-24T00:00:00.000Z,68.6,66.9,89.1,85,85.1
רבין ק. בילינסון,72.2,2022-01-25T00:00:00.000Z,72.3,67.5,91.1,90,84.3
מעייני הישועה,66.1,2022-01-25T00:00:00.000Z,92.6,70.7,120.6,115.3,112
אסותא אשדוד,100,2022-01-25T00:00:00.000Z,105.3,160.3,124.2,120.3,134.5
שמואל הרופא,5.6,2022-01-25T00:00:00.000Z,5.6,68.7,79.5,72.7,73.3
כלל המוסדות,66.3,2022-01-25T00:00:00.000Z,68,66.6,89.3,85,85
רבין ק. בילינסון,73.1,2022-01-26T00:00:00.000Z,71.9,69.2,90.1,89.1,84.3
מעייני הישועה,60.7,2022-01-26T00:00:00.000Z,86.7,70.7,100.9,114.1,111.5
אסותא אשדוד,103.4,2022-01-26T00:00:00.000Z,106.1,158.1,125.3,124,135.8
שמואל הרופא,5.6,2022-01-26T00:00:00.000Z,5.6,69,81.8,73.2,73.1
כלל המוסדות,64,2022-01-26T00:00:00.000Z,67.3,66.7,87.5,85.2,85
רבין ק. בילינסון,68.3,2022-01-27T00:00:00.000Z,72.1,71.1,84.3,88.9,84.7
אסותא אשדוד,105.1,2022-01-27T00:00:00.000Z,105.3,156.2,126.6,122.5,138.2
שמואל הרופא,5.6,2022-01-27T00:00:00.000Z,5.6,71,82.7,74.7,73.1
כלל המוסדות,60.7,2022-01-27T00:00:00.000Z,66.9,67,82.4,85.2,85
רבין ק. בילינסון,67,2022-01-28T00:00:00.000Z,72.2,72.8,81.4,88.7,85.6
אסותא אשדוד,100,2022-01-28T00:00:00.000Z,104.4,154.7,106.5,121.2,139.6
שמואל הרופא,5.6,2022-01-28T00:00:00.000Z,5.6,73.4,81.8,76.3,72.9
כלל המוסדות,63.7,2022-01-28T00:00:00.000Z,66.4,67.7,77.3,85.1,85.1
רבין ק. בילינסון,74.9,2022-01-29T00:00:00.000Z,72.6,74.1,88.3,88.7,86.8
אסותא אשדוד,93.2,2022-01-29T00:00:00.000Z,104.6,154.7,99.7,120.4,140.8
שמואל הרופא,5.6,2022-01-29T00:00:00.000Z,5.6,76.2,82.4,78.2,72.9
כלל המוסדות,68.6,2022-01-29T00:00:00.000Z,66.3,68.1,82.2,85,85.2
רבין ק. בילינסון,75.3,2022-01-30T00:00:00.000Z,72.8,75.1,91.9,88.7,87
אסותא אשדוד,100,2022-01-30T00:00:00.000Z,104.1,155.7,130,118.8,142.6
שמואל הרופא,5.6,2022-01-30T00:00:00.000Z,5.6,78.6,83.9,79.9,73
כלל המוסדות,70.7,2022-01-30T00:00:00.000Z,66.4,68.5,89,85.2,85.2
רבין ק. בילינסון,79.3,2022-01-31T00:00:00.000Z,72.6,75.3,94.6,88.5,87.2
