instituteDesc,occupancy,occupancyDate,occupancyAvg,occupancyAvgLastYear,gOccupancy,gOccupancyAvg,gOccupancyAvgLastYear
אסותא אשדוד,140.7,2021-10-22T00:00:00.000Z,152.3,,119.5,142.9,
שמואל הרופא,63.9,2021-10-22T00:00:00.000Z,32.5,79.4,76.2,77.8,77.2
כלל המוסדות,81.8,2021-10-22T00:00:00.000Z,85.5,70.4,76.4,85.8,79
"רמב""ם",99.5,2021-10-23T00:00:00.000Z,95,82.5,90.2,90.7,87
רבין ק. בילינסון,109.3,2021-10-23T00:00:00.000Z,99.8,71.7,88.6,88.1,75.5
מעייני הישועה,101.8,2021-10-23T00:00:00.000Z,98.5,82.5,113.9,120,103.9
אסותא אשדוד,128.8,2021-10-23T00:00:00.000Z,150.8,,101.4,141.2,
שמואל הרופא,63.9,2021-10-23T00:00:00.000Z,40.9,78.2,77.4,77.8,76.3
כלל המוסדות,87.7,2021-10-23T00:00:00.000Z,85.7,70.3,81.6,85.7,79
"רמב""ם",97,2021-10-24T00:00:00.000Z,94.3,82.3,93.4,91,87.5
רבין ק. בילינסון,109.7,2021-10-24T00:00:00.000Z,101.1,72.1,94.4,88.9,75.6
מעייני הישועה,108.9,2021-10-24T00:00:00.000Z,101.5,83,128.8,120.9,102.9
אסותא אשדוד,147.5,2021-10-24T00:00:00.000Z,148.7,,129.4,138.2,
שמואל הרופא,66.7,2021-10-24T00:00:00.000Z,49.2,76.6,77.1,77.8,75.3
כלל המוסדות,88.2,2021-10-24T00:00:00.000Z,85.8,70.1,88.4,85.7,79
"רמב""ם",100,2021-10-25T00:00:00.000Z,94.6,82.6,96.5,90.7,88
רבין ק. בילינסון,107.9,2021-10-25T00:00:00.000Z,102,72.5,96.2,89.5,76
מעייני הישועה,98.2,2021-10-25T00:00:00.000Z,103.6,83.3,126.3,122.3,103.1
אסותא אשדוד,155.9,2021-10-25T00:00:00.000Z,146.7,,151.9,136,
שמואל הרופא,61.1,2021-10-25T00:00:00.000Z,57.9,75,76.5,77.7,74.3
כלל המוסדות,86.6,2021-10-25T00:00:00.000Z,85.8,70,89.9,85.7,78.9
"רמב""ם",98,2021-10-26T00:00:00.000Z,95.7,82.5,93.9,91.1,88.2
רבין ק. בילינסון,104.4,2021-10-26T00:00:00.000Z,102.9,72.8,92.8,90.1,76.4
מעייני הישועה,100,2021-10-26T00:00:00.000Z,103.3,83.8,125.3,123.3,102.4
אסותא אשדוד,154.2,2021-10-26T00:00:00.000Z,146,,153.6,136.3,
שמואל הרופא,50,2021-10-26T00:00:00.000Z,61.5,74.2,74.5,77.3,73.3
כלל המוסדות,84.8,2021-10-26T00:00:00.000Z,85.7,69.9,89.7,85.7,78.9
"רמב""ם",104,2021-10-27T00:00:00.000Z,96.9,82.7,94.6,91.2,88.8
רבין ק. בילינסון,101.3,2021-10-27T00:00:00.000Z,103.7,72.4,90.2,90.2,76.4
מעייני הישועה,87.5,2021-10-27T00:00:00.000Z,102.8,85.2,124.7,123.3,103.1
אסותא אשדוד,150.8,2021-10-27T00:00:00.000Z,145.8,,154.6,135.6,
שמואל הרופא,61.1,2021-10-27T00:00:00.000Z,61.1,73.8,74.2,76.7,72.2
כלל המוסדות,83.5,2021-10-27T00:00:00.000Z,85.3,69.8,88,85.6,78.8
"רמב""ם",95.5,2021-10-28T00:00:00.000Z,98.1,82.7,88.7,91.5,89
רבין ק. בילינסון,98.7,2021-10-28T00:00:00.000Z,104.1,73,83,89.7,76.7
מעייני הישועה,75,2021-10-28T00:00:00.000Z,100.5,85.2,119.9,123.4,104.8
אסותא אשדוד,155.9,2021-10-28T00:00:00.000Z,147,,148.5,136.6,
שמואל הרופא,61.1,2021-10-28T00:00:00.000Z,61.5,74.2,75.4,76.2,71.6
כלל המוסדות,79.6,2021-10-28T00:00:00.000Z,84.9,69.9,83.9,85.4,78.7
"רמב""ם",98,2021-10-29T00:00:00.000Z,98.9,82.5,81.9,91.4,89.4
רבין ק. בילינסון,97.8,2021-10-29T00:00:00.000Z,104.3,72.6,77.4,89.3,76.6
מעייני הישועה,80.4,2021-10-29T00:00:00.000Z,96.4,83.8,110.8,122.6,105.4
אסותא אשדוד,137.3,2021-10-29T00:00:00.000Z,147.7,,130.7,137,
שמואל הרופא,61.1,2021-10-29T00:00:00.000Z,61.1,75,73,75.9,71.3
כלל המוסדות,81.2,2021-10-29T00:00:00.000Z,84.6,70,77.1,85.4,78.6
"רמב""ם",101.5,2021-10-30T00:00:00.000Z,98.8,81.9,89.9,91.3,89.1
רבין ק. בילינסון,105.7,2021-10-30T00:00:00.000Z,104.2,73.2,83.9,88.9,76.7
מעייני הישועה,85.7,2021-10-30T00:00:00.000Z,93.1,83,100.6,121.4,105.4
אסותא אשדוד,130.5,2021-10-30T00:00:00.000Z,147.2,,123.5,138.6,
שמואל הרופא,61.1,2021-10-30T00:00:00.000Z,60.7,76.6,75.4,75.5,70.9
כלל המוסדות,88.8,2021-10-30T00:00:00.000Z,84.5,70.3,82.2,85.5,78.5
"רמב""ם",102.5,2021-10-31T00:00:00.000Z,99.1,82.1,93.5,91.3,88.7
רבין ק. בילינסון,109.3,2021-10-31T00:00:00.000Z,103.7,73.1,90.7,88.3,77.2
מעייני הישועה,103.6,2021-10-31T00:00:00.000Z,90.8,82.7,120.3,119.5,105
אסותא אשדוד,157.6,2021-10-31T00:00:00.000Z,147.5,,144,141.7,
שמואל הרופא,66.7,2021-10-31T00:00:00.000Z,60.3,77.8,76.5,75.2,70.5
כלל המוסדות,89.8,2021-10-31T00:00:00.000Z,84.7,70.9,87.2,85.6,78.6
"רמב""ם",100.5,2021-11-01T00:00:00.000Z,99.9,82.5,95.5,91.3,88.6
רבין ק. בילינסון,107.5,2021-11-01T00:00:00.000Z,103.6,73.2,92.3,87.7,77.5
מעייני הישועה,105.4,2021-11-01T00:00:00.000Z,90.1,82.5,120.9,118.3,105
אסותא אשדוד,161,2021-11-01T00:00:00.000Z,148.9,,155.3,143.8,
שמואל הרופא,72.2,2021-11-01T00:00:00.000Z,60.3,78.6,78.9,75.1,70
כלל המוסדות,89.8,2021-11-01T00:00:00.000Z,84.9,71.7,88.3,85.4,78.7
"רמב""ם",102.5,2021-11-02T00:00:00.000Z,100,83.1,97.1,91.1,89
רבין ק. בילינסון,103.5,2021-11-02T00:00:00.000Z,103.5,74.1,92,87.2,77.8
מעייני הישועה,103.6,2021-11-02T00:00:00.000Z,91.1,81.3,121.5,117.5,105.4
אסותא אשדוד,152.5,2021-11-02T00:00:00.000Z,149.6,,154.9,144.3,
שמואל הרופא,72.2,2021-11-02T00:00:00.000Z,61.9,79.4,80.9,75.4,69.7
כלל המוסדות,88.9,2021-11-02T00:00:00.000Z,85.4,72.4,89.7,85.2,78.8
"רמב""ם",101,2021-11-03T00:00:00.000Z,100.6,82.6,99.2,91.6,88.7
רבין ק. בילינסון,105.7,2021-11-03T00:00:00.000Z,103.4,75.4,94.4,87.1,78.5
מעייני הישועה,114.3,2021-11-03T00:00:00.000Z,91.6,80.3,124.7,117,106.3
אסותא אשדוד,154.2,2021-11-03T00:00:00.000Z,149.4,,158,144.5,
שמואל הרופא,66.7,2021-11-03T00:00:00.000Z,65.1,79.8,79.5,76.3,69.5
כלל המוסדות,86.4,2021-11-03T00:00:00.000Z,85.9,72.6,88.9,85.2,79
"רמב""ם",100,2021-11-04T00:00:00.000Z,100.2,83.5,90.7,92.3,88.7
רבין ק. בילינסון,93.4,2021-11-04T00:00:00.000Z,104,76,84.3,87.7,78.6
מעייני הישועה,117.9,2021-11-04T00:00:00.000Z,95.4,79.4,126.9,117,106.2
אסותא אשדוד,145.8,2021-11-04T00:00:00.000Z,149.9,,141.3,145,
שמואל הרופא,66.7,2021-11-04T00:00:00.000Z,65.9,79,78.6,77.1,69
כלל המוסדות,81.3,2021-11-04T00:00:00.000Z,86.4,72.8,83.8,85.3,79
"רמב""ם",101,2021-11-05T00:00:00.000Z,100.9,82.8,80.5,92.5,88.4
רבין ק. בילינסון,98.2,2021-11-05T00:00:00.000Z,103.3,77.6,79.7,87.8,78.5
מעייני הישועה,98.2,2021-11-05T00:00:00.000Z,101.5,80.4,120.6,117.9,105.8
אסותא אשדוד,127.1,2021-11-05T00:00:00.000Z,148.4,,117.7,144,
שמואל הרופא,63.9,2021-11-05T00:00:00.000Z,66.7,79,76.2,77.5,68.6
כלל המוסדות,84,2021-11-05T00:00:00.000Z,86.6,72.7,76.3,85.3,79
"רמב""ם",103,2021-11-06T00:00:00.000Z,101.3,82.2,86.5,92.3,88.4
רבין ק. בילינסון,109.3,2021-11-06T00:00:00.000Z,103.3,79.1,89,88.2,78.6
מעייני הישועה,98.2,2021-11-06T00:00:00.000Z,104.1,81,111.7,119.3,107.4
אסותא אשדוד,125.4,2021-11-06T00:00:00.000Z,147,,115,142.1,
שמואל הרופא,63.9,2021-11-06T00:00:00.000Z,67.1,79,77.4,78,68.3
כלל המוסדות,92.1,2021-11-06T00:00:00.000Z,87,72.4,81.8,85.2,78.9
"רמב""ם",100.5,2021-11-07T00:00:00.000Z,101.5,83,91.8,91.9,88.8
רבין ק. בילינסון,117.6,2021-11-07T00:00:00.000Z,103.8,80,90.8,88.9,78.8
מעייני הישועה,107.1,2021-11-07T00:00:00.000Z,105.9,81.2,118,120.9,108.4
אסותא אשדוד,147.5,2021-11-07T00:00:00.000Z,146.2,,143.7,140.9,
שמואל הרופא,63.9,2021-11-07T00:00:00.000Z,67.5,79.4,78.3,78.3,68.1
כלל המוסדות,91.2,2021-11-07T00:00:00.000Z,87.5,72.1,88.3,85.1,78.7
"רמב""ם",102.5,2021-11-08T00:00:00.000Z,101.2,82.9,95.7,91.6,88.8
רבין ק. בילינסון,114.5,2021-11-08T00:00:00.000Z,105,80.9,90.9,88.9,78.7
מעייני הישועה,116.1,2021-11-08T00:00:00.000Z,106.4,81.6,122.8,120.6,108
אסותא אשדוד,142.4,2021-11-08T00:00:00.000Z,144.8,,150.9,140.9,
שמואל הרופא,72.2,2021-11-08T00:00:00.000Z,67.1,79.8,81.2,78.6,67.9
כלל המוסדות,91.2,2021-11-08T00:00:00.000Z,87.7,71.6,88.8,85.3,78.4
"רמב""ם",104.5,2021-11-09T00:00:00.000Z,101.5,82.6,97.7,91.6,88.2
רבין ק. בילינסון,108.8,2021-11-09T00:00:00.000Z,106,81.9,90.5,88.7,78.8
מעייני הישועה,110.7,2021-11-09T00:00:00.000Z,107.9,82.7,118.7,120.9,107.3
אסותא אשדוד,140.7,2021-11-09T00:00:00.000Z,142.1,,151.2,140.2,
שמואל הרופא,72.2,2021-11-09T00:00:00.000Z,67.1,79.8,82.1,78.9,67.6
כלל המוסדות,89,2021-11-09T00:00:00.000Z,87.9,71.3,88.6,85.4,78.3
"רמב""ם",105.6,2021-11-10T00:00:00.000Z,101.8,84.1,96.4,91.7,88.2
רבין ק. בילינסון,101.3,2021-11-10T00:00:00.000Z,106.8,81.5,90.7,88.5,78.5
מעייני הישועה,103.6,2021-11-10T00:00:00.000Z,108.9,82.4,118.7,120.5,105.7
אסותא אשדוד,150.8,2021-11-10T00:00:00.000Z,140.4,,151.2,139.7,
שמואל הרופא,69.4,2021-11-10T00:00:00.000Z,67.1,78.6,81.8,79.1,67.2
כלל המוסדות,86.6,2021-11-10T00:00:00.000Z,87.9,71.4,88.8,85.2,78.3
"רמב""ם",96.5,2021-11-11T00:00:00.000Z,102.5,84.3,93.8,91.3,88.4
רבין ק. בילינסון,94.3,2021-11-11T00:00:00.000Z,106.2,82.5,81.6,88,78.9
מעייני הישועה,98.2,2021-11-11T00:00:00.000Z,107.4,83.2,132.6,119.6,105.1
אסותא אשדוד,150.8,2021-11-11T00:00:00.000Z,140,,143,138.7,
שמואל הרופא,72.2,2021-11-11T00:00:00.000Z,67.5,78.6,80.9,79.4,66.9
כלל המוסדות,80.8,2021-11-11T00:00:00.000Z,87.9,71.6,83.7,85.2,78.4
"רמב""ם",98,2021-11-12T00:00:00.000Z,101.9,84.5,80.6,91.8,88.5
רבין ק. בילינסון,94.7,2021-11-12T00:00:00.000Z,106.3,82.1,76.8,87.6,79.8
מעייני הישועה,96.4,2021-11-12T00:00:00.000Z,104.6,82.1,120.6,120.4,104.3
אסותא אשדוד,152.5,2021-11-12T00:00:00.000Z,140.7,,129.4,139,
שמואל הרופא,69.4,2021-11-12T00:00:00.000Z,68.3,77.8,78.9,79.7,66.8
כלל המוסדות,81.9,2021-11-12T00:00:00.000Z,87.8,72,76.2,85.2,78.7
"רמב""ם",100.5,2021-11-13T00:00:00.000Z,101.5,85.8,85.1,91.8,88.7
רבין ק. בילינסון,107.5,2021-11-13T00:00:00.000Z,105.8,80.7,85.1,87.2,79.5
מעייני הישועה,100,2021-11-13T00:00:00.000Z,104.3,80.9,110.8,120.4,103.2
אסותא אשדוד,135.6,2021-11-13T00:00:00.000Z,144.3,,119.8,140.6,
שמואל הרופא,72.2,2021-11-13T00:00:00.000Z,69,76.2,80.1,80.1,66.7
כלל המוסדות,89.3,2021-11-13T00:00:00.000Z,87.5,72.7,81.3,85.2,79
"רמב""ם",98,2021-11-14T00:00:00.000Z,101.2,85.2,93.4,91.6,87.8
רבין ק. בילינסון,114.5,2021-11-14T00:00:00.000Z,105.5,79.4,89.6,86.6,79
מעייני הישועה,112.5,2021-11-14T00:00:00.000Z,104.6,80.1,130.1,120.3,102.7
אסותא אשדוד,155.9,2021-11-14T00:00:00.000Z,145.8,,143.7,141.3,
שמואל הרופא,72.2,2021-11-14T00:00:00.000Z,70.2,74.6,82.1,80.5,66.6
כלל המוסדות,92.9,2021-11-14T00:00:00.000Z,87.1,72.8,88.9,85.1,79.1
"רמב""ם",96.5,2021-11-15T00:00:00.000Z,100.8,85.3,91.1,91.8,87.3
רבין ק. בילינסון,114.1,2021-11-15T00:00:00.000Z,105.1,78.7,91.1,86.5,79.1
מעייני הישועה,101.8,2021-11-15T00:00:00.000Z,105.4,79.1,123.1,122,103
אסותא אשדוד,159.3,2021-11-15T00:00:00.000Z,147,,156.3,141.3,
שמואל הרופא,72.2,2021-11-15T00:00:00.000Z,71.4,73.8,82.7,81,66.7
כלל המוסדות,90.9,2021-11-15T00:00:00.000Z,87.4,73.3,89.5,85.2,79.4
"רמב""ם",88.9,2021-11-16T00:00:00.000Z,99.9,85.6,95.9,91.2,87
רבין ק. בילינסון,110.1,2021-11-16T00:00:00.000Z,105,77.9,90.7,86.5,79.4
מעייני הישועה,96.4,2021-11-16T00:00:00.000Z,103.3,77.6,115.8,122.1,105.1
אסותא אשדוד,149.2,2021-11-16T00:00:00.000Z,149.4,,159.4,142.1,
שמואל הרופא,72.2,2021-11-16T00:00:00.000Z,71.4,73,82.4,81.2,66.8
כלל המוסדות,88.8,2021-11-16T00:00:00.000Z,87.3,73.7,89.4,85.3,79.5
"רמב""ם",88.9,2021-11-17T00:00:00.000Z,97.7,85.2,91.5,90.9,86.9
רבין ק. בילינסון,106.2,2021-11-17T00:00:00.000Z,105.2,78.3,90.1,86.5,79.6
מעייני הישועה,92.9,2021-11-17T00:00:00.000Z,101.3,76.8,113,121.7,106.6
אסותא אשדוד,149.2,2021-11-17T00:00:00.000Z,150.6,,161.4,143.2,
שמואל הרופא,69.4,2021-11-17T00:00:00.000Z,71.4,72.6,82.1,81.3,66.8
כלל המוסדות,86.1,2021-11-17T00:00:00.000Z,87.3,74.1,88.8,85.4,79.6
"רמב""ם",90.4,2021-11-18T00:00:00.000Z,95.3,85.6,88.8,90.2,86.6
רבין ק. בילינסון,100,2021-11-18T00:00:00.000Z,105.9,78.5,81.9,86.4,79.7
מעייני הישועה,94.6,2021-11-18T00:00:00.000Z,99.7,76.3,115.8,120.8,108
אסותא אשדוד,152.5,2021-11-18T00:00:00.000Z,150.4,,149.1,144.7,
שמואל הרופא,75,2021-11-18T00:00:00.000Z,71.4,71.8,82.7,81.3,66.8
כלל המוסדות,85.4,2021-11-18T00:00:00.000Z,87.2,74.5,84.4,85.4,79.8
"רמב""ם",89.9,2021-11-19T00:00:00.000Z,94.4,85.8,79.6,89.5,86.8
רבין ק. בילינסון,96.9,2021-11-19T00:00:00.000Z,106.7,78.5,74.6,86.5,79.4
מעייני הישועה,89.3,2021-11-19T00:00:00.000Z,99.2,77.6,96.8,118.4,110.3
אסותא אשדוד,145.8,2021-11-19T00:00:00.000Z,150.6,,132.8,145.6,
שמואל הרופא,63.9,2021-11-19T00:00:00.000Z,71.8,71,78.6,81.6,66.7
כלל המוסדות,84.6,2021-11-19T00:00:00.000Z,87.9,74.7,75.7,85.5,79.8
"רמב""ם",97.5,2021-11-20T00:00:00.000Z,93.3,85,84.8,89.4,86.6
רבין ק. בילינסון,104.4,2021-11-20T00:00:00.000Z,107,78.5,80.3,86.2,79.4
מעייני הישועה,89.3,2021-11-20T00:00:00.000Z,98.2,79.3,95.6,115.1,112.1
אסותא אשדוד,132.2,2021-11-20T00:00:00.000Z,149.6,,118.4,146.1,
שמואל הרופא,75,2021-11-20T00:00:00.000Z,71,71,81.2,81.5,66.8
כלל המוסדות,91.9,2021-11-20T00:00:00.000Z,88.3,75,80.8,85.4,79.8
"רמב""ם",95.5,2021-11-21T00:00:00.000Z,92.9,85.2,93.8,89.3,87
רבין ק. בילינסון,107.5,2021-11-21T00:00:00.000Z,106.6,79.1,85.3,85.5,79.5
מעייני הישועה,92.9,2021-11-21T00:00:00.000Z,96.7,81.1,111.1,112.9,114.2
אסותא אשדוד,149.2,2021-11-21T00:00:00.000Z,149.2,,142,145.9,
שמואל הרופא,72.2,2021-11-21T00:00:00.000Z,71.4,71.4,80.9,81.7,66.9
כלל המוסדות,90.5,2021-11-21T00:00:00.000Z,88.7,75.7,88.3,85.4,80
"רמב""ם",95.5,2021-11-22T00:00:00.000Z,92.5,85.5,94.5,89.4,87.5
רבין ק. בילינסון,94.3,2021-11-22T00:00:00.000Z,105.6,79,86.3,84.9,79.4
מעייני הישועה,94.6,2021-11-22T00:00:00.000Z,93.9,83.4,122.5,110.2,115.5
אסותא אשדוד,154.2,2021-11-22T00:00:00.000Z,148.2,,152.9,145.6,
שמואל הרופא,75,2021-11-22T00:00:00.000Z,71.4,71.4,81.5,81.5,67
כלל המוסדות,89.9,2021-11-22T00:00:00.000Z,88.3,76.2,89.1,85.3,80.1
"רמב""ם",94.4,2021-11-23T00:00:00.000Z,92.4,85.8,94.3,89.8,88.1
רבין ק. בילינסון,104.8,2021-11-23T00:00:00.000Z,102.8,78,89.9,84.2,78.6
מעייני הישועה,105.4,2021-11-23T00:00:00.000Z,92.9,85.2,120.9,110.1,115.4
אסותא אשדוד,159.3,2021-11-23T00:00:00.000Z,147.5,179.7,152.9,145.1,150.5
שמואל הרופא,75,2021-11-23T00:00:00.000Z,71.8,72.2,81.8,81.4,67.2
כלל המוסדות,89.3,2021-11-23T00:00:00.000Z,88.2,76.9,89.1,85.2,80.2
"רמב""ם",100,2021-11-24T00:00:00.000Z,93.1,86.5,94.6,89.6,88.5
רבין ק. בילינסון,108.8,2021-11-24T00:00:00.000Z,102,78.5,89.4,84.1,78.4
מעייני הישועה,100,2021-11-24T00:00:00.000Z,94.1,88,128.2,110.8,115.8
אסותא אשדוד,150.8,2021-11-24T00:00:00.000Z,148.9,183.9,150.5,144.2,154.8
שמואל הרופא,72.2,2021-11-24T00:00:00.000Z,72.2,73,80.9,81.3,67.7
כלל המוסדות,90.1,2021-11-24T00:00:00.000Z,88.2,77.4,89.1,85.2,80.4
"רמב""ם",93.4,2021-11-25T00:00:00.000Z,94.7,87,86,90,89.2
רבין ק. בילינסון,97.8,2021-11-25T00:00:00.000Z,102.4,78,83,84,77.9
מעייני הישועה,98.2,2021-11-25T00:00:00.000Z,95.2,90.1,129.7,113,115.7
אסותא אשדוד,155.9,2021-11-25T00:00:00.000Z,149.2,184.7,136.9,142.7,155.7
שמואל הרופא,72.2,2021-11-25T00:00:00.000Z,72.6,75,80.9,81.1,68.3
כלל המוסדות,85.9,2021-11-25T00:00:00.000Z,88.8,78,83.2,85.2,80.6
"רמב""ם",99,2021-11-26T00:00:00.000Z,95.2,87.4,80.2,89.6,89.3
רבין ק. בילינסון,100.9,2021-11-26T00:00:00.000Z,102.1,77,81,84.1,77.2
מעייני הישועה,108.9,2021-11-26T00:00:00.000Z,95.7,91.8,115.5,115,114.1
אסותא אשדוד,139,2021-11-26T00:00:00.000Z,149.6,183.9,117.1,140.9,156.3
שמואל הרופא,72.2,2021-11-26T00:00:00.000Z,72.2,75.4,79.8,80.9,68.6
כלל המוסדות,87.3,2021-11-26T00:00:00.000Z,88.9,78.4,76.7,85.1,80.7
"רמב""ם",100.5,2021-11-27T00:00:00.000Z,96.5,88.2,84,89.7,89.8
רבין ק. בילינסון,110.6,2021-11-27T00:00:00.000Z,102.6,77.8,86.5,85,77.5
מעייני הישועה,100,2021-11-27T00:00:00.000Z,98.5,92.9,108.5,117.6,112.3
אסותא אשדוד,133.9,2021-11-27T00:00:00.000Z,148.7,183.4,110.9,138.7,155.2
שמואל הרופא,77.8,2021-11-27T00:00:00.000Z,73.4,74.2,81.8,81,68.5
כלל המוסדות,93.9,2021-11-27T00:00:00.000Z,89.3,78.7,82,85.2,80.7
"רמב""ם",104,2021-11-28T00:00:00.000Z,96.9,88.1,89.3,89.6,90.2
רבין ק. בילינסון,105.7,2021-11-28T00:00:00.000Z,103.5,78,88.7,85.9,77.7
מעייני הישועה,108.9,2021-11-28T00:00:00.000Z,100,94.6,117.7,119.5,111.3
אסותא אשדוד,144.1,2021-11-28T00:00:00.000Z,148.9,179.1,134.5,137.6,150.5
שמואל הרופא,77.8,2021-11-28T00:00:00.000Z,73.8,72.6,81.8,81.1,68.5
כלל המוסדות,96.4,2021-11-28T00:00:00.000Z,89.6,78.7,88.6,85.4,80.7
"רמב""ם",101.5,2021-11-29T00:00:00.000Z,98.1,88,89.5,89,90.3
רבין ק. בילינסון,104,2021-11-29T00:00:00.000Z,103.3,79,91.1,86.4,78.1
מעייני הישועה,110.7,2021-11-29T00:00:00.000Z,102.3,94.9,125.9,120.4,111.3
אסותא אשדוד,147.5,2021-11-29T00:00:00.000Z,148.2,175.1,142.7,136.5,146
שמואל הרופא,83.3,2021-11-29T00:00:00.000Z,74.6,71,84.8,81.2,68.8
כלל המוסדות,94.4,2021-11-29T00:00:00.000Z,90.4,78.7,89.9,85.4,80.7
"רמב""ם",102.5,2021-11-30T00:00:00.000Z,99,87.3,88,88.3,90.4
רבין ק. בילינסון,102.2,2021-11-30T00:00:00.000Z,104.7,81.6,91.7,87.1,78.9
מעייני הישועה,101.8,2021-11-30T00:00:00.000Z,104.6,95.2,115.8,120.9,111.9
אסותא אשדוד,155.9,2021-11-30T00:00:00.000Z,147.2,176.3,146.8,135.1,145.2
שמואל הרופא,77.8,2021-11-30T00:00:00.000Z,75.8,68.7,82.7,81.7,69.1
כלל המוסדות,92.6,2021-11-30T00:00:00.000Z,91,79.1,88.8,85.5,80.8
"רמב""ם",99.5,2021-12-01T00:00:00.000Z,100.1,86.2,95.5,87.4,90.5
רבין ק. בילינסון,100.9,2021-12-01T00:00:00.000Z,104.3,83.2,91.2,87.3,79.4
מעייני הישועה,107.1,2021-12-01T00:00:00.000Z,104.1,95.4,119.3,120.2,112.2
אסותא אשדוד,142.4,2021-12-01T00:00:00.000Z,146.7,176.5,147.4,134.2,143
שמואל הרופא,77.8,2021-12-01T00:00:00.000Z,76.2,67.1,83.9,81.8,69.5
כלל המוסדות,92.6,2021-12-01T00:00:00.000Z,91.5,78.7,89,85.5,80.6
"רמב""ם",93.4,2021-12-02T00:00:00.000Z,100.1,85.1,89.8,87.5,90
רבין ק. בילינסון,93.8,2021-12-02T00:00:00.000Z,103.1,84.5,83.7,87.6,79.9
מעייני הישועה,105.4,2021-12-02T00:00:00.000Z,105.1,95.7,125.9,118.9,112.6
אסותא אשדוד,150.8,2021-12-02T00:00:00.000Z,145.5,174.6,146.1,133.7,141.3
שמואל הרופא,77.8,2021-12-02T00:00:00.000Z,77,64.7,80.6,82.2,69.7
כלל המוסדות,86.7,2021-12-02T00:00:00.000Z,91.9,78.6,83.5,85.5,80.6
"רמב""ם",101,2021-12-03T00:00:00.000Z,100.1,84.7,80.9,88.1,90.3
רבין ק. בילינסון,95.2,2021-12-03T00:00:00.000Z,102.6,87.4,79.7,87.7,81.2
מעייני הישועה,87.5,2021-12-03T00:00:00.000Z,106.1,94.9,115.2,118.4,114
אסותא אשדוד,149.2,2021-12-03T00:00:00.000Z,144.8,174.3,130.4,135.1,140.9
שמואל הרופא,75,2021-12-03T00:00:00.000Z,77.8,64.3,80.1,82.2,70.4
כלל המוסדות,87.9,2021-12-03T00:00:00.000Z,92,78.7,77.7,85.5,80.7
"רמב""ם",101,2021-12-04T00:00:00.000Z,100.4,83.5,85.9,88.2,90.1
רבין ק. בילינסון,102.6,2021-12-04T00:00:00.000Z,101.8,88.4,86.5,87.5,81.8
מעייני הישועה,85.7,2021-12-04T00:00:00.000Z,103.1,92.9,112,118.4,114.7
אסותא אשדוד,133.9,2021-12-04T00:00:00.000Z,146.2,174.3,118.1,137,140.5
שמואל הרופא,75,2021-12-04T00:00:00.000Z,78.2,65.5,81.2,82.2,71.5
כלל המוסדות,96.4,2021-12-04T00:00:00.000Z,92.1,78.6,82.9,85.6,80.8
"רמב""ם",98,2021-12-05T00:00:00.000Z,100.4,83.3,93,88.4,90.1
רבין ק. בילינסון,110.6,2021-12-05T00:00:00.000Z,100.6,90.3,92,87.5,82.5
מעייני הישועה,98.2,2021-12-05T00:00:00.000Z,101,90.1,125.9,118.9,114.1
אסותא אשדוד,149.2,2021-12-05T00:00:00.000Z,146.2,176.3,143,138,141.1
שמואל הרופא,77.8,2021-12-05T00:00:00.000Z,77.8,66.7,83,82.2,72.5
כלל המוסדות,96.1,2021-12-05T00:00:00.000Z,92.4,78.8,89.6,85.8,80.9
"רמב""ם",98,2021-12-06T00:00:00.000Z,99.6,83,92.6,88.9,90
רבין ק. בילינסון,109.3,2021-12-06T00:00:00.000Z,101.3,90.8,91.8,88,82.9
מעייני הישועה,92.9,2021-12-06T00:00:00.000Z,99.5,88.8,118.7,120,113.8
אסותא אשדוד,150.8,2021-12-06T00:00:00.000Z,147,178.2,142.3,139.2,141.9
שמואל הרופא,83.3,2021-12-06T00:00:00.000Z,77.8,68.3,84.2,82.3,73.4
כלל המוסדות,94.4,2021-12-06T00:00:00.000Z,92.4,78.9,90.3,85.9,81
"רמב""ם",96,2021-12-07T00:00:00.000Z,99.1,83,93.6,89.4,89.9
רבין ק. בילינסון,104.4,2021-12-07T00:00:00.000Z,102.1,90.3,89.4,88.1,82.8
מעייני הישועה,96.4,2021-12-07T00:00:00.000Z,96.9,88.3,115.8,119,113.3
אסותא אשדוד,145.8,2021-12-07T00:00:00.000Z,147.5,176.5,146.1,139.2,142.5
שמואל הרופא,88.9,2021-12-07T00:00:00.000Z,77.8,68.7,85.3,82.2,74.2
כלל המוסדות,93.9,2021-12-07T00:00:00.000Z,92.4,78.6,90.9,86,80.9
"רמב""ם",90.9,2021-12-08T00:00:00.000Z,98.1,82.8,93.5,90.2,90.2
רבין ק. בילינסון,100.9,2021-12-08T00:00:00.000Z,102.4,91.3,90.3,87.8,83.2
מעייני הישועה,87.5,2021-12-08T00:00:00.000Z,96.2,87.8,123.4,119,112.4
אסותא אשדוד,144.1,2021-12-08T00:00:00.000Z,146,175.3,153.6,139.1,144.4
שמואל הרופא,83.3,2021-12-08T00:00:00.000Z,79.4,69.4,84.2,82.6,75
כלל המוסדות,90.9,2021-12-08T00:00:00.000Z,92.6,79.1,90.7,86.3,81.3
"רמב""ם",87.4,2021-12-09T00:00:00.000Z,96.9,82.8,86.6,89.9,91.1
