_id,first_week_day,last_week_day,age_group,gender,weekly_tests_num,weekly_newly_tested,weekly_cases,weekly_deceased
1606,2020-11-15,2020-11-21,65-69,נקבה,6741.0,2237.0,74.0,<15
1607,2020-11-15,2020-11-21,65-69,זכר,5758.0,2514.0,88.0,<15
1608,2020-11-15,2020-11-21,65-69,לא ידוע,<15,<15,<15,0.0
1609,2020-11-15,2020-11-21,70-74,לא ידוע,<15,<15,0.0,0.0
1610,2020-11-15,2020-11-21,70-74,נקבה,5031.0,1752.0,64.0,<15
1611,2020-11-15,2020-11-21,70-74,זכר,4444.0,1826.0,56.0,<15
1612,2020-11-15,2020-11-21,75-79,נקבה,2541.0,833.0,42.0,<15
1613,2020-11-15,2020-11-21,75-79,זכר,2280.0,848.0,35.0,<15
1614,2020-11-15,2020-11-21,75-79,לא ידוע,<15,<15,0.0,0.0
1615,2020-11-15,2020-11-21,80+,זכר,3708.0,867.0,41.0,<15
1616,2020-11-15,2020-11-21,80+,לא ידוע,16.0,<15,0.0,0.0
1617,2020-11-15,2020-11-21,80+,נקבה,7078.0,997.0,73.0,19.0
1618,2020-11-15,2020-11-21,NULL,זכר,2513.0,1685.0,37.0,0.0
1619,2020-11-15,2020-11-21,NULL,נקבה,2149.0,1368.0,29.0,0.0
1620,2020-11-15,2020-11-21,NULL,לא ידוע,315.0,256.0,<15,0.0
1621,2020-11-22,2020-11-28,0-19,לא ידוע,277.0,138.0,<15,0.0
1622,2020-11-22,2020-11-28,0-19,זכר,41048.0,18634.0,850.0,0.0
1623,2020-11-22,2020-11-28,0-19,נקבה,33419.0,17748.0,882.0,0.0
1624,2020-11-22,2020-11-28,20-24,זכר,12190.0,4222.0,270.0,0.0
1625,2020-11-22,2020-11-28,20-24,לא ידוע,25.0,22.0,0.0,0.0
1626,2020-11-22,2020-11-28,20-24,נקבה,11347.0,4342.0,325.0,0.0
1627,2020-11-22,2020-11-28,25-29,נקבה,13074.0,4632.0,298.0,0.0
1628,2020-11-22,2020-11-28,25-29,לא ידוע,59.0,31.0,0.0,0.0
1629,2020-11-22,2020-11-28,25-29,זכר,11637.0,4404.0,222.0,0.0
1630,2020-11-22,2020-11-28,30-34,נקבה,13679.0,4858.0,294.0,0.0
1631,2020-11-22,2020-11-28,30-34,זכר,12525.0,4914.0,224.0,0.0
1632,2020-11-22,2020-11-28,30-34,לא ידוע,89.0,36.0,0.0,0.0
1633,2020-11-22,2020-11-28,35-39,לא ידוע,117.0,43.0,0.0,0.0
1634,2020-11-22,2020-11-28,35-39,נקבה,13734.0,4736.0,257.0,<15
1635,2020-11-22,2020-11-28,35-39,זכר,12061.0,4876.0,217.0,0.0
1636,2020-11-22,2020-11-28,40-44,נקבה,13511.0,4419.0,228.0,0.0
1637,2020-11-22,2020-11-28,40-44,לא ידוע,87.0,37.0,0.0,0.0
1638,2020-11-22,2020-11-28,40-44,זכר,11573.0,4786.0,201.0,0.0
1639,2020-11-22,2020-11-28,45-49,לא ידוע,59.0,31.0,0.0,0.0
1640,2020-11-22,2020-11-28,45-49,נקבה,13383.0,4290.0,249.0,<15
1641,2020-11-22,2020-11-28,45-49,זכר,10824.0,4619.0,184.0,0.0
1642,2020-11-22,2020-11-28,50-54,זכר,9344.0,4008.0,177.0,<15
1643,2020-11-22,2020-11-28,50-54,לא ידוע,51.0,26.0,0.0,0.0
1644,2020-11-22,2020-11-28,50-54,נקבה,11910.0,3503.0,195.0,0.0
1645,2020-11-22,2020-11-28,55-59,נקבה,10540.0,2991.0,173.0,<15
1646,2020-11-22,2020-11-28,55-59,לא ידוע,24.0,<15,0.0,0.0
1647,2020-11-22,2020-11-28,55-59,זכר,8145.0,3354.0,134.0,<15
1648,2020-11-22,2020-11-28,60-64,זכר,7526.0,3117.0,114.0,<15
1649,2020-11-22,2020-11-28,60-64,נקבה,9266.0,2814.0,130.0,0.0
1650,2020-11-22,2020-11-28,60-64,לא ידוע,16.0,<15,0.0,0.0
1651,2020-11-22,2020-11-28,65-69,נקבה,7288.0,2448.0,110.0,<15
1652,2020-11-22,2020-11-28,65-69,זכר,6356.0,2813.0,89.0,<15
1653,2020-11-22,2020-11-28,65-69,לא ידוע,<15,<15,0.0,0.0
1654,2020-11-22,2020-11-28,70-74,לא ידוע,<15,<15,0.0,0.0
1655,2020-11-22,2020-11-28,70-74,נקבה,5382.0,1833.0,75.0,<15
1656,2020-11-22,2020-11-28,70-74,זכר,4971.0,2142.0,86.0,<15
1657,2020-11-22,2020-11-28,75-79,נקבה,2741.0,906.0,31.0,<15
1658,2020-11-22,2020-11-28,75-79,זכר,2492.0,963.0,50.0,<15
1659,2020-11-22,2020-11-28,75-79,לא ידוע,<15,<15,0.0,0.0
1660,2020-11-22,2020-11-28,80+,זכר,3899.0,1031.0,41.0,<15
1661,2020-11-22,2020-11-28,80+,לא ידוע,21.0,<15,0.0,0.0
1662,2020-11-22,2020-11-28,80+,נקבה,7064.0,1095.0,81.0,<15
1663,2020-11-22,2020-11-28,NULL,זכר,3524.0,2641.0,45.0,0.0
1664,2020-11-22,2020-11-28,NULL,נקבה,2663.0,1897.0,33.0,0.0
1665,2020-11-22,2020-11-28,NULL,לא ידוע,1254.0,231.0,<15,0.0
