date,visited_country,israeli_incoming_vaccination,israeli_incoming_none_vaccination,israeli_incoming_vaccination_expired,israeli_positive_vaccination,israeli_positive_none_vaccination,israeli_positive_vaccination_expired
2021-10-01T00:00:00.000Z,,205,0,34,0,0,1
2021-10-01T00:00:00.000Z,,855,0,51,0,0,0
2021-10-01T00:00:00.000Z,,1,0,0,0,0,0
2021-10-01T00:00:00.000Z,,6,0,0,1,0,0
2021-10-01T00:00:00.000Z,,1,0,0,0,0,0
2021-10-01T00:00:00.000Z,,24,0,3,0,0,0
2021-10-01T00:00:00.000Z,,12,0,2,0,0,0
2021-10-01T00:00:00.000Z,,238,0,14,1,0,0
2021-10-01T00:00:00.000Z,,11,0,0,0,0,0
2021-10-01T00:00:00.000Z,,45,0,3,0,0,0
2021-10-01T00:00:00.000Z,,42,0,3,0,0,0
2021-10-01T00:00:00.000Z,,19,0,3,0,0,0
2021-10-01T00:00:00.000Z,,4,0,2,0,0,0
2021-10-01T00:00:00.000Z,,7,0,1,0,0,0
2021-10-01T00:00:00.000Z,,1,0,0,0,0,0
2021-10-01T00:00:00.000Z,,4,0,1,0,0,0
2021-10-01T00:00:00.000Z,,1,0,0,0,0,0
2021-10-01T00:00:00.000Z,,1,0,0,0,0,0
2021-10-01T00:00:00.000Z,,6,0,0,0,0,0
2021-10-01T00:00:00.000Z,,279,0,23,0,0,0
2021-10-01T00:00:00.000Z,,426,0,61,4,0,1
2021-10-01T00:00:00.000Z,,1,0,1,0,0,0
2021-10-01T00:00:00.000Z,,1,0,0,0,0,0
2021-10-01T00:00:00.000Z,,441,0,17,0,0,0
2021-10-01T00:00:00.000Z,,3,0,0,0,0,0
2021-10-01T00:00:00.000Z,,94,0,9,0,0,0
2021-10-01T00:00:00.000Z,,0,0,1,0,0,0
2021-10-01T00:00:00.000Z,,0,0,1,0,0,0
2021-10-01T00:00:00.000Z,,670,0,32,0,0,0
2021-10-01T00:00:00.000Z,,14,0,4,0,0,0
2021-10-01T00:00:00.000Z,,8,0,1,0,0,0
2021-10-01T00:00:00.000Z,,0,0,1,0,0,0
2021-10-01T00:00:00.000Z,,2,0,2,0,0,0
2021-10-01T00:00:00.000Z,,4,0,2,0,0,0
2021-10-01T00:00:00.000Z,,8,0,2,0,0,0
2021-10-01T00:00:00.000Z,,0,0,0,0,0,0
2021-10-01T00:00:00.000Z,,32,0,2,0,0,0
2021-10-01T00:00:00.000Z,,7,0,1,0,0,0
2021-10-01T00:00:00.000Z,,5,0,2,0,0,0
2021-10-01T00:00:00.000Z,,183,0,5,0,0,0
2021-10-01T00:00:00.000Z,,6,0,2,0,0,0
2021-10-01T00:00:00.000Z,,881,0,80,0,0,2
2021-10-01T00:00:00.000Z,,174,0,11,0,0,0
2021-10-01T00:00:00.000Z,,9,0,1,0,0,0
2021-10-01T00:00:00.000Z,,810,0,83,0,0,0
2021-10-01T00:00:00.000Z,,47,0,13,0,0,0
2021-10-01T00:00:00.000Z,,29,0,0,0,0,0
2021-10-01T00:00:00.000Z,,1,0,0,0,0,0
2021-10-01T00:00:00.000Z,,380,0,26,0,0,2
2021-10-01T00:00:00.000Z,,92,0,7,0,0,0
2021-10-01T00:00:00.000Z,,2,0,1,0,0,0
2021-10-01T00:00:00.000Z,,1,0,0,0,0,0
2021-10-01T00:00:00.000Z,,641,0,53,1,0,0
2021-10-01T00:00:00.000Z,,2052,0,235,5,0,2
2021-10-01T00:00:00.000Z,,0,0,0,0,0,0
2021-10-01T00:00:00.000Z,,905,0,39,1,0,0
2021-10-01T00:00:00.000Z,,236,0,15,0,0,0
2021-10-01T00:00:00.000Z,,0,0,0,0,0,0
2021-10-01T00:00:00.000Z,,1,0,1,0,0,0
2021-10-01T00:00:00.000Z,,14,0,3,0,0,0
