date,cases,recovered,new_hospitalized,tests,positiveRate,positiveRatePCR,positiveRateAntigen,severe,medium,mild,deaths,severe_new,medium_new,mild_new,CountSeriousCriticalCum,CountBreathCum,countEasyStatus,countMediumStatus,countHardStatus,countBreath,countCriticalStatus,countEcmo
2020-02-12,0,0,,,,,,,,,,,,,,,,,,,,
2020-02-13,0,0,,,,,,,,,,,,,,,,,,,,
2020-02-14,0,0,,,,,,,,,,,,,,,,,,,,
2020-02-15,0,0,,,,,,,,,,,,,,,,,,,,
2020-02-16,0,0,,,,,,,,,,,,,,,,,,,,
2020-02-17,0,0,,,,,,,,,,,,,,,,,,,,
2020-02-18,0,0,,,,,,,,,,,,,,,,,,,,
2020-02-19,0,0,,,,,,,,,,,,,,,,,,,,
2020-02-20,0,1,,28,0,0,,,,,,,,,,,,,,,,
2020-02-21,1,0,,28,3.57,3.57,,,,,,,,,,,,,,,,
2020-02-22,0,0,,13,0,0,,,,,,,,,,,,,,,,
2020-02-23,0,0,,56,0,0,,,,,,,,,,,,,,,,
2020-02-24,1,0,,71,1.41,1.41,,,,,,,,,,,,,,,,
2020-02-25,0,0,,108,0,0,,,,,,,,,,,,,,,,
2020-02-26,0,0,,107,0,0,,,,,,,,,,,,,,,,
2020-02-27,1,0,,139,0.72,0.72,,,,,,,,,,,,,,,,
2020-02-28,3,0,,118,2.54,2.54,,,,,,,,,,,,,,,,
2020-02-29,0,0,,158,0,0,,,,,,,,,,,,,,,,
2020-03-01,1,0,,160,0.63,0.63,,,,,,,,,,,,,,,,
2020-03-02,5,0,3,170,2.94,2.94,,0,0,10,0,0,0,3,0,0,,,,,,
2020-03-03,3,0,0,226,1.33,1.33,,0,0,10,0,0,0,1,0,0,,,,,,
2020-03-04,0,0,3,127,0,0,,0,0,12,0,0,0,3,0,0,,,,,,
2020-03-05,9,0,2,163,5.52,5.52,,1,0,12,0,1,0,1,1,0,,,,,,
2020-03-06,4,0,3,273,1.47,1.47,,2,0,14,0,1,0,3,2,1,,,,,,
2020-03-07,4,0,3,322,1.24,1.24,,3,0,16,0,1,0,2,3,2,,,,,,
2020-03-08,9,0,8,407,2.21,2.21,,5,0,21,0,2,0,5,5,4,,,,,,
2020-03-09,4,0,16,509,0.79,0.79,,5,0,35,0,0,0,14,5,4,,,,,,
2020-03-10,33,0,19,487,6.78,6.78,,6,0,55,0,1,0,21,6,5,,,,,,
2020-03-11,19,0,25,370,5.14,5.14,,7,1,76,0,1,1,21,7,6,,,,,,
2020-03-12,22,0,23,586,3.75,3.75,,7,1,99,0,0,0,24,7,6,,,,,,
2020-03-13,35,1,23,685,5.11,5.11,,7,5,114,0,0,4,19,7,6,,,,,,
2020-03-14,29,0,40,603,4.81,4.81,,6,5,155,0,1,0,42,8,6,,,,,,
2020-03-15,40,0,41,997,4.01,4.01,,9,7,189,0,3,3,36,11,8,,,,,,
2020-03-16,73,0,24,1240,5.89,5.89,,11,6,207,0,2,0,22,13,9,,,,,,
2020-03-17,94,2,45,1471,6.39,6.39,,12,7,243,0,1,1,46,14,9,,,,,,
2020-03-18,125,2,54,1931,6.47,6.47,,16,12,287,0,4,5,46,18,9,,,,,,
2020-03-19,136,4,30,1879,7.24,7.24,,21,12,270,0,5,1,24,23,14,,,,,,
2020-03-20,168,1,30,2202,7.63,7.63,,23,15,258,1,3,3,24,26,14,,,,,,
2020-03-21,209,0,34,2028,10.31,10.31,,27,22,238,0,4,7,24,30,17,,,,,,
2020-03-22,252,5,54,3030,8.32,8.32,,38,33,265,0,11,12,33,41,24,,,,,,
2020-03-23,350,5,58,3297,10.62,10.62,,44,37,285,0,7,6,48,48,28,,,,,,
2020-03-24,420,5,81,4430,9.48,9.48,,48,49,314,3,7,12,68,55,30,,,,,,
2020-03-25,423,6,81,5671,7.46,7.46,,52,54,325,1,5,7,70,60,33,,,,,,
2020-03-26,519,9,81,6131,8.47,8.47,,56,67,364,5,10,16,67,69,39,,,,,,
2020-03-27,432,18,110,5364,8.05,8.05,,66,71,398,2,13,10,92,82,46,,,,,,
2020-03-28,476,9,52,5425,8.77,8.77,,70,83,378,1,5,15,36,87,51,,,,,,
2020-03-29,528,14,69,7111,7.43,7.43,,80,88,392,3,14,18,54,101,62,,,,,,
2020-03-30,551,33,122,6616,8.33,8.33,,90,106,441,1,13,30,100,113,70,,,,,,
2020-03-31,737,43,109,7293,10.11,10.11,,99,117,470,4,15,36,97,128,81,,,,,,
2020-04-01,694,32,148,8399,8.26,8.26,,111,143,522,8,21,47,117,148,95,,,,,,
2020-04-02,724,79,115,9327,7.76,7.76,,113,145,563,9,12,29,111,160,106,,,,,,
2020-04-03,600,54,98,9627,6.23,6.23,,131,159,529,5,24,45,91,182,126,,,,,,
2020-04-04,428,52,71,5907,7.25,7.25,,140,170,483,6,17,23,56,197,143,,,,,,
2020-04-05,584,100,99,8645,6.76,6.76,,135,193,501,7,6,35,85,203,150,,,,,,
2020-04-06,449,118,93,6679,6.72,6.72,,147,208,455,8,21,66,101,223,164,,,,,,
2020-04-07,376,120,73,6114,6.15,6.15,,160,204,388,8,18,39,70,241,171,,,,,,
2020-04-08,340,105,58,4851,7.01,7.01,,166,196,338,8,22,34,70,258,178,,,,,,
2020-04-09,340,110,64,4945,6.88,6.88,,166,189,319,9,19,35,69,274,185,,,,,,
2020-04-10,355,123,55,6207,5.72,5.72,,170,173,337,8,13,23,68,284,196,,,,,,
2020-04-11,342,120,40,5644,6.06,6.06,,182,163,290,6,26,42,59,308,205,,,,,,
2020-04-12,551,258,90,8335,6.61,6.61,,177,175,326,6,21,60,100,326,212,,,,,,
2020-04-13,437,278,91,8473,5.16,5.16,,192,169,343,9,34,47,100,352,224,,,,,,
2020-04-14,394,286,70,10673,3.69,3.69,,178,173,342,8,8,38,83,359,228,,,,,,
2020-04-15,305,276,69,7617,4,4,,179,175,346,13,26,42,75,380,241,,,,,,
2020-04-16,296,328,51,11028,2.68,2.68,,182,163,366,7,19,37,72,393,251,,,,,,
2020-04-17,297,356,48,9827,3.02,3.02,,165,163,348,9,13,33,59,401,254,,,,,,
2020-04-18,288,249,41,8827,3.26,3.26,,174,141,332,11,28,29,57,417,260,,,,,,
2020-04-19,274,380,40,9830,2.79,2.79,,157,148,328,8,8,32,48,425,267,,,,,,
2020-04-20,297,448,49,13095,2.27,2.27,,154,135,321,6,11,31,66,430,276,,,,,,
2020-04-21,279,371,27,11401,2.45,2.45,,145,146,265,10,8,36,35,436,279,,,,,,
2020-04-22,226,391,36,11432,1.98,1.98,,149,122,262,3,10,14,46,444,279,,,,,,
2020-04-23,275,328,32,11753,2.34,2.34,,146,106,251,4,11,21,51,449,283,,,,,,
2020-04-24,249,337,26,10305,2.42,2.42,,144,109,219,3,9,24,35,456,287,,,,,,
2020-04-25,159,375,8,7183,2.21,2.21,,136,105,204,3,7,18,21,459,288,,,,,,
2020-04-26,82,431,32,7173,1.14,1.14,,142,91,208,2,10,10,40,466,292,,,,,,
2020-04-27,127,467,21,9263,1.37,1.37,,132,89,197,4,3,20,27,468,293,,,,,,
2020-04-28,161,564,28,8663,1.86,1.86,,127,85,186,5,6,17,35,472,296,,,,,,
2020-04-29,82,350,22,7101,1.15,1.15,,122,86,178,6,6,17,25,477,296,,,,,,
2020-04-30,143,426,19,8419,1.7,1.7,,112,87,182,6,5,28,35,480,296,,,,,,
2020-05-01,116,423,20,9046,1.28,1.28,,109,81,159,4,5,16,28,484,299,,,,,,
2020-05-02,57,277,14,4670,1.22,1.22,,111,67,163,3,7,10,29,486,300,,,,,,
2020-05-03,27,286,14,7155,0.38,0.38,,101,71,158,3,2,21,22,486,300,,,,,,
2020-05-04,55,257,18,7824,0.7,0.7,,97,71,144,3,2,12,24,487,300,,,,,,
2020-05-05,33,317,9,7481,0.44,0.44,,91,61,123,2,0,8,19,487,300,,,,,,
2020-05-06,65,261,15,8358,0.78,0.78,,88,61,122,1,3,9,20,488,300,,,,,,
2020-05-07,61,225,13,8925,0.68,0.68,,84,60,115,1,3,10,15,489,302,,,,,,
2020-05-08,33,222,13,7078,0.47,0.47,,78,53,116,6,3,7,21,491,303,,,,,,
2020-05-09,20,91,10,3442,0.58,0.58,,78,50,123,3,5,8,15,492,304,,,,,,
2020-05-10,29,168,14,4244,0.68,0.68,,74,51,124,4,4,10,17,495,308,,,,,,
2020-05-11,39,327,9,7589,0.51,0.51,,69,54,110,5,3,9,6,498,309,,,,,,
2020-05-12,23,258,10,6572,0.35,0.35,,66,52,105,3,3,5,11,500,310,,,,,,
2020-05-13,39,177,10,7374,0.53,0.53,,61,48,98,3,2,8,16,502,312,,,,,,
2020-05-14,22,240,6,7582,0.29,0.29,,61,43,98,3,2,8,13,503,313,,,,,,
2020-05-15,12,160,1,5008,0.24,0.24,,61,43,89,0,0,1,0,503,313,,,,,,
2020-05-16,5,101,4,1294,0.39,0.39,,60,40,87,3,0,0,3,503,313,,,,,,
2020-05-17,15,150,10,4096,0.37,0.37,,55,38,97,4,3,11,20,505,314,,,,,,
2020-05-18,27,273,3,6704,0.4,0.4,,52,42,82,3,1,8,6,506,315,,,,,,
2020-05-19,22,152,7,6423,0.34,0.34,,51,43,76,2,3,9,8,508,315,,,,,,
2020-05-20,15,109,4,5537,0.27,0.27,,46,40,77,1,1,6,7,508,315,,,,,,
2020-05-21,18,122,8,5513,0.33,0.33,,47,31,77,0,2,3,14,508,315,,,,,,
2020-05-22,19,162,5,4523,0.42,0.42,,46,32,69,0,0,2,3,508,315,,,,,,
2020-05-23,5,43,3,609,0.82,0.82,,46,33,68,0,0,2,1,508,315,,,,,,
2020-05-24,13,115,0,3299,0.39,0.39,,43,36,66,1,1,6,2,508,315,,,,,,
2020-05-25,22,132,8,4773,0.46,0.46,,41,32,63,2,2,4,9,509,315,,,,,,
2020-05-26,50,91,3,6423,0.78,0.78,,36,37,55,0,1,8,6,509,315,,,,,,
2020-05-27,40,60,6,6311,0.63,0.63,,40,37,50,2,5,3,4,510,316,,,,,,
2020-05-28,77,113,7,4931,1.56,1.56,,36,37,54,1,0,3,8,510,316,,,,,,
2020-05-29,113,39,5,1691,6.68,6.68,,39,36,49,0,4,2,4,511,317,,,,,,
2020-05-30,29,41,5,968,3,3,,35,43,52,0,0,8,7,511,317,,,,,,
2020-05-31,87,61,5,5382,1.62,1.62,,35,47,51,0,3,8,7,512,317,,,,,,
2020-06-01,100,67,12,7754,1.29,1.29,,32,45,55,3,1,4,14,512,317,,,,,,
2020-06-02,121,53,13,11450,1.06,1.06,,29,44,53,2,2,5,13,513,318,,,,,,
2020-06-03,96,27,8,12913,0.74,0.74,,28,42,55,1,1,6,12,513,318,,,,,,
2020-06-04,142,42,11,14458,0.98,0.98,,30,37,65,0,4,4,15,516,318,,,,,,
2020-06-05,127,37,8,16181,0.78,0.78,,29,41,56,1,0,7,8,516,318,,,,,,
2020-06-06,78,24,9,11359,0.69,0.69,,29,42,50,4,5,8,8,519,318,,,,,,
2020-06-07,140,42,12,14720,0.95,0.95,,29,42,58,2,5,8,11,523,319,,,,,,
2020-06-08,179,39,16,14259,1.26,1.26,,30,46,64,0,2,5,14,525,319,,,,,,
2020-06-09,174,46,10,14575,1.19,1.19,,31,42,63,1,3,4,11,528,321,,,,,,
2020-06-10,241,52,25,18017,1.34,1.34,,32,45,69,1,2,6,20,530,322,,,,,,
2020-06-11,192,55,13,15434,1.24,1.24,,35,38,68,0,6,5,16,534,322,,,,,,
2020-06-12,184,53,13,12755,1.44,1.44,,35,43,66,0,3,9,10,537,323,,,,,,
2020-06-13,149,41,11,6741,2.21,2.21,,35,45,61,1,2,9,11,537,324,,,,,,
2020-06-14,137,50,15,8401,1.63,1.63,,31,48,72,2,1,13,20,538,324,,,,,,
2020-06-15,200,88,23,13814,1.45,1.45,,36,47,79,0,7,10,21,545,327,,,,,,
2020-06-16,298,51,21,15719,1.9,1.9,,38,44,77,1,4,8,23,548,330,,,,,,
2020-06-17,269,48,23,15508,1.73,1.73,,36,49,80,0,3,14,20,550,333,,,,,,
2020-06-18,303,50,37,16813,1.8,1.8,,40,43,110,0,6,10,42,555,336,,,,,,
2020-06-19,311,57,29,12358,2.52,2.52,,39,47,111,1,6,15,30,559,337,,,,,,
2020-06-20,161,37,32,5723,2.81,2.81,,41,50,129,1,4,9,30,563,337,,,,,,
2020-06-21,174,49,38,8796,1.98,1.98,,45,59,149,0,9,23,34,569,338,,,,,,
2020-06-22,344,60,23,13349,2.58,2.58,,44,56,139,1,5,15,29,571,339,,,,,,
2020-06-23,452,84,21,19031,2.38,2.38,,40,52,132,2,4,9,26,573,340,,,,,,
2020-06-24,486,72,34,17639,2.76,2.76,,45,45,139,3,6,4,30,578,341,,,,,,
2020-06-25,516,76,26,17756,2.91,2.91,,44,56,124,4,5,22,24,583,343,,,,,,
2020-06-26,464,130,46,15923,2.91,2.91,,45,57,142,3,8,18,48,589,343,,,,,,
2020-06-27,397,50,26,9762,4.07,4.07,,40,56,151,3,1,11,30,590,343,,,,,,
2020-06-28,383,139,47,9688,3.95,3.95,,39,67,169,2,4,22,42,594,346,,,,,,
2020-06-29,759,166,46,19988,3.8,3.8,,44,68,168,0,7,14,41,599,347,,,,,,
2020-06-30,789,127,52,19763,3.99,3.99,,56,68,175,1,16,15,46,611,348,,,,,,
2020-07-01,968,99,82,20629,4.69,4.69,,59,73,204,3,10,24,72,618,351,,,,,,
2020-07-02,1154,124,64,24020,4.8,4.8,,72,72,204,1,23,29,66,638,358,,,,,,
2020-07-03,941,119,56,20250,4.65,4.65,,83,75,205,3,13,19,45,646,361,,,,,,
2020-07-04,821,76,61,16408,5,5,,85,84,204,5,11,24,52,655,367,,,,,,
2020-07-05,825,143,81,19961,4.13,4.13,,94,82,254,2,16,24,77,668,373,,,,,,
2020-07-06,1128,194,81,24400,4.62,4.62,,90,96,266,8,8,31,67,675,376,,,,,,
2020-07-07,1384,173,104,27368,5.06,5.06,,94,94,284,5,22,34,109,691,378,,,,,,
2020-07-08,1329,226,91,28276,4.7,4.7,,113,88,297,5,27,31,93,714,383,,,,,,
2020-07-09,1521,225,120,28448,5.35,5.35,,126,99,330,5,34,45,114,746,389,,,,,,
2020-07-10,1407,212,87,24496,5.74,5.74,,130,105,331,4,14,27,79,760,390,,,,,,
2020-07-11,1168,191,91,19049,6.13,6.13,,135,120,315,5,19,37,76,778,395,,,,,,
2020-07-12,1236,336,124,19961,6.19,6.19,,150,125,370,7,34,44,117,806,398,,,,,,
2020-07-13,1717,362,120,27022,6.35,6.35,,183,121,356,4,51,48,106,849,408,,,,,,
2020-07-14,1601,314,108,29338,5.46,5.46,,188,140,317,7,35,56,97,881,412,,,,,,
2020-07-15,1873,361,109,27554,6.8,6.8,,208,121,355,6,48,41,105,918,418,,,,,,
2020-07-16,1936,508,136,28111,6.89,6.89,,208,133,354,9,36,61,127,946,426,,,,,,
2020-07-17,1601,481,139,23390,6.84,6.84,,218,150,340,12,27,34,101,972,429,,,,,,
2020-07-18,1445,447,100,18033,8.01,8.01,,234,150,331,8,32,28,81,1000,429,,,,,,
2020-07-19,1016,517,156,17684,5.75,5.75,,270,143,417,10,76,68,153,1066,445,,,,,,
2020-07-20,1887,626,145,24288,7.77,7.77,,264,148,414,12,41,59,125,1104,456,,,,,,
2020-07-21,2004,641,128,26524,7.56,7.56,,256,142,415,9,40,57,127,1139,464,,,,,,
2020-07-22,2041,3710,136,25571,7.98,7.98,,284,138,386,6,62,53,119,1193,472,,,,,,
2020-07-23,1988,6710,127,29088,6.83,6.83,,309,152,363,16,65,60,99,1248,481,,,,,,
2020-07-24,1824,1589,104,22399,8.14,8.14,,327,152,339,8,44,38,78,1283,487,,,,,,
2020-07-25,1110,587,90,14506,7.65,7.65,,319,178,324,7,28,54,71,1304,500,,,,,,
2020-07-26,1040,2729,125,11206,9.28,9.28,,309,197,390,11,44,64,121,1340,511,,,,,,
2020-07-27,2048,1756,140,27050,7.57,7.57,,314,182,425,7,54,69,153,1385,519,,,,,,
2020-07-28,2120,1550,125,25524,8.31,8.31,,320,185,402,8,53,66,111,1431,526,,,,,,
2020-07-29,1957,1393,123,25224,7.76,7.76,,333,173,392,15,59,54,101,1478,535,,,,,,
2020-07-30,1786,1678,94,21011,8.5,8.5,,316,172,381,15,39,63,99,1512,549,,,,,,
2020-07-31,1359,1294,118,21985,6.18,6.18,,315,172,379,14,31,32,99,1540,553,,,,,,
2020-08-01,623,535,107,7371,8.45,8.45,,335,165,374,14,53,57,102,1584,562,,,,,,
2020-08-02,708,2430,140,9452,7.49,7.49,,347,171,433,12,56,57,136,1629,570,,,,,,
2020-08-03,1799,1782,110,22443,8.02,8.02,,326,147,454,15,44,48,136,1669,579,,,,,,
2020-08-04,1726,1643,111,24880,6.94,6.94,,339,165,389,11,62,66,102,1721,583,,,,,,
2020-08-05,1686,1477,141,24669,6.83,6.83,,352,165,390,10,41,42,113,1755,595,,,,,,
2020-08-06,1675,1743,111,27699,6.05,6.05,,354,152,384,9,47,53,102,1794,603,,,,,,
2020-08-07,1761,1207,120,24411,7.21,7.21,,364,159,367,12,47,53,104,1833,612,,,,,,
2020-08-08,755,605,99,8042,9.39,9.39,,386,177,343,13,52,58,77,1876,616,,,,,,
2020-08-09,922,2329,146,11431,8.07,8.07,,384,199,424,8,51,72,145,1922,629,,,,,,
2020-08-10,1697,1392,104,23286,7.29,7.29,,390,183,370,15,51,55,84,1958,636,,,,,,
2020-08-11,1823,984,104,26444,6.89,6.89,,372,190,345,11,44,61,97,2002,640,,,,,,
2020-08-12,1617,1132,110,25128,6.44,6.44,,370,171,341,16,47,49,97,2041,646,,,,,,
2020-08-13,1641,1305,144,27623,5.94,5.94,,370,177,346,16,61,69,128,2086,658,,,,,,
